match_id,map_index,map_name,team1_score,team2_score,winner_side,winner_team_id,winner_team_name,fetched_at
csgo_mc_2393240,1,Dust2,13,5,t1,csgo_tm_7020,Spirit,2026-04-22 00:38:36
csgo_mc_2393240,2,Mirage,13,8,t1,csgo_tm_7020,Spirit,2026-04-22 00:38:36
csgo_mc_2392766,1,Nuke,9,13,t2,hltv_team_13576,TNT,2026-04-22 00:55:10
csgo_mc_2392766,2,Dust2,9,13,t2,hltv_team_13576,TNT,2026-04-22 00:55:10
csgo_mc_2393187,1,Nuke,10,13,t2,hltv_team_12609,Lavked,2026-04-22 01:04:16
csgo_mc_2393187,2,Anubis,13,10,t1,hltv_team_12818,FT,2026-04-22 01:04:16
csgo_mc_2393187,3,Dust2,13,7,t1,hltv_team_12818,FT,2026-04-22 01:04:16
cg_mc_manual_1955,1,Dust2,13,5,t1,hltv_team_12774,FlyQuest,2026-04-22 14:58:29
cg_mc_manual_1956,1,Inferno,13,3,t1,hltv_team_12510,The Huns,2026-04-22 14:58:27
cg_mc_manual_1957,1,Inferno,13,4,t1,hltv_team_13602,MOS,2026-04-22 14:58:26
cg_mc_manual_2018,1,Mirage,5,13,t2,cg_tm_manual_238,西游电竞,2026-04-22 14:57:27
cg_mc_manual_2019,1,Ancient,13,6,t1,cg_tm_sf5e_dict_136608,K9Esport,2026-04-22 14:57:27
cg_mc_manual_2020,1,Ancient,9,13,t2,cg_tm_manual_237,Kz5 Academy,2026-04-22 14:57:27
cg_mc_manual_2021,1,Anubis,4,13,t2,cg_tm_sf5e_dict_136608,K9,2026-04-22 14:57:27
cg_mc_manual_2022,1,Anubis,11,13,t2,cg_tm_sf5e_dict_81691,SNG.ESPORTS,2026-04-22 14:57:27
cg_mc_manual_2023,1,Mirage,13,6,t1,cg_tm_sf5e_dict_132234,7-YOUNG,2026-04-22 14:57:27
cg_mc_manual_2024,1,Ancient,13,7,t1,cg_tm_manual_237,Kz5 Academy,2026-04-22 14:57:27
cg_mc_manual_2025,1,Ancient,7,13,t2,cg_tm_manual_238,西游电竞,2026-04-22 14:57:27
cg_mc_manual_2026,1,Ancient,6,13,t2,cg_tm_sf5e_dict_120915,DQZS.T,2026-04-22 14:57:27
csgo_mc_2389184,1,Mirage,13,5,t1,hltv_team_13619,BET-M,2026-04-22 14:58:31
csgo_mc_2389184,2,Anubis,4,13,t2,hltv_team_13518,Acend,2026-04-22 14:58:31
csgo_mc_2389184,3,Dust2,5,13,t2,hltv_team_13518,Acend,2026-04-22 14:58:31
csgo_mc_2389185,1,Ancient,8,13,t2,csgo_tm_7969,Nemiga,2026-04-22 14:58:31
csgo_mc_2389185,2,Mirage,4,13,t2,csgo_tm_7969,Nemiga,2026-04-22 14:58:31
csgo_mc_2389186,1,Ancient,8,13,t2,csgo_tm_7969,Nemiga,2026-04-22 14:58:30
csgo_mc_2389186,2,Mirage,11,13,t2,csgo_tm_7969,Nemiga,2026-04-22 14:58:30
csgo_mc_2390811,1,Ancient,13,6,t1,csgo_tm_11283,Falcons,2026-04-22 14:58:16
csgo_mc_2390811,2,Dust2,13,8,t1,csgo_tm_11283,Falcons,2026-04-22 14:58:16
csgo_mc_2390812,1,Mirage,13,9,t1,csgo_tm_4608,NAVI,2026-04-22 14:58:16
csgo_mc_2390812,2,Ancient,17,19,t2,csgo_tm_11241,B8,2026-04-22 14:58:16
csgo_mc_2390812,3,Dust2,13,7,t1,csgo_tm_4608,NAVI,2026-04-22 14:58:16
csgo_mc_2390813,1,Nuke,13,11,t1,csgo_tm_6667,FaZe,2026-04-22 14:58:15
csgo_mc_2390813,2,Inferno,8,13,t2,csgo_tm_11861,Aurora,2026-04-22 14:58:15
csgo_mc_2390813,3,Dust2,10,13,t2,csgo_tm_11861,Aurora,2026-04-22 14:58:15
csgo_mc_2390814,1,Mirage,13,8,t1,csgo_tm_8297,FURIA,2026-04-22 14:58:15
csgo_mc_2390814,2,Overpass,13,11,t1,csgo_tm_8297,FURIA,2026-04-22 14:58:15
csgo_mc_2390815,1,Ancient,13,11,t1,hltv_team_12467,PARIVISION,2026-04-22 14:58:14
csgo_mc_2390815,2,Mirage,6,13,t2,csgo_tm_4411,NIP,2026-04-22 14:58:14
csgo_mc_2390815,3,Dust2,13,8,t1,hltv_team_12467,PARIVISION,2026-04-22 14:58:14
csgo_mc_2390816,1,Mirage,13,8,t1,csgo_tm_7020,Spirit,2026-04-22 14:58:14
csgo_mc_2390816,2,Ancient,13,11,t1,csgo_tm_7020,Spirit,2026-04-22 14:58:14
csgo_mc_2390817,1,Nuke,11,13,t2,csgo_tm_6248,Mongolz,2026-04-22 14:58:14
csgo_mc_2390817,2,Inferno,3,13,t2,csgo_tm_6248,Mongolz,2026-04-22 14:58:14
csgo_mc_2390818,1,Overpass,13,3,t1,csgo_tm_9565,Vitality,2026-04-22 14:58:13
csgo_mc_2390818,2,Nuke,13,5,t1,csgo_tm_9565,Vitality,2026-04-22 14:58:13
csgo_mc_2390959,1,Dust2,13,16,t2,hltv_team_13617,ex-RUBY,2026-04-22 14:58:32
csgo_mc_2390959,2,Ancient,11,13,t2,hltv_team_13617,ex-RUBY,2026-04-22 14:58:32
csgo_mc_2390960,1,Ancient,13,10,t1,hltv_team_12087,Lazer Cats,2026-04-22 14:58:31
csgo_mc_2390960,2,Dust2,12,16,t2,hltv_team_13178,Novaq,2026-04-22 14:58:31
csgo_mc_2390960,3,Mirage,6,13,t2,hltv_team_13178,Novaq,2026-04-22 14:58:31
csgo_mc_2390961,1,Dust2,15,19,t2,hltv_team_13479,Omega,2026-04-22 14:58:31
csgo_mc_2390961,2,Anubis,10,13,t2,hltv_team_13479,Omega,2026-04-22 14:58:31
csgo_mc_2390962,1,Dust2,13,9,t1,hltv_team_13573,ex-Zero Tenacity,2026-04-22 14:58:31
csgo_mc_2390962,2,Nuke,6,13,t2,csgo_tm_7865,HAVU,2026-04-22 14:58:31
csgo_mc_2390962,3,Overpass,13,4,t1,hltv_team_13573,ex-Zero Tenacity,2026-04-22 14:58:31
csgo_mc_2390963,1,Dust2,10,13,t2,csgo_tm_11446,Leo,2026-04-22 14:58:30
csgo_mc_2390963,2,Nuke,13,11,t1,hltv_team_13173,Phantom,2026-04-22 14:58:30
csgo_mc_2390963,3,Ancient,16,19,t2,csgo_tm_11446,Leo,2026-04-22 14:58:30
csgo_mc_2390964,1,Nuke,13,7,t1,csgo_tm_11641,Metizport,2026-04-22 14:58:30
csgo_mc_2390964,2,Dust2,6,13,t2,hltv_team_13510,QWENTRY,2026-04-22 14:58:30
csgo_mc_2390964,3,Overpass,11,13,t2,hltv_team_13510,QWENTRY,2026-04-22 14:58:30
csgo_mc_2390965,1,Dust2,16,12,t1,csgo_tm_11176,MOUZ.N,2026-04-22 14:58:29
csgo_mc_2390965,2,Anubis,13,16,t2,hltv_team_13518,Acend,2026-04-22 14:58:29
csgo_mc_2390965,3,Ancient,13,8,t1,csgo_tm_11176,MOUZ.N,2026-04-22 14:58:29
csgo_mc_2390966,1,Ancient,13,10,t1,hltv_team_13173,Phantom,2026-04-22 14:58:26
csgo_mc_2390966,2,Mirage,13,3,t1,hltv_team_13173,Phantom,2026-04-22 14:58:26
csgo_mc_2390967,1,Dust2,10,13,t2,hltv_team_13573,ex-Zero Tenacity,2026-04-22 14:58:25
csgo_mc_2390967,2,Mirage,13,11,t1,hltv_team_13518,Acend,2026-04-22 14:58:25
csgo_mc_2390967,3,Inferno,7,13,t2,hltv_team_13573,ex-Zero Tenacity,2026-04-22 14:58:25
csgo_mc_2390968,1,Ancient,9,13,t2,hltv_team_13178,Novaq,2026-04-22 14:58:25
csgo_mc_2390968,2,Inferno,13,9,t1,csgo_tm_11641,Metizport,2026-04-22 14:58:25
csgo_mc_2390968,3,Overpass,13,9,t1,csgo_tm_11641,Metizport,2026-04-22 14:58:25
csgo_mc_2390969,1,Ancient,10,13,t2,hltv_team_13510,QWENTRY,2026-04-22 14:58:25
csgo_mc_2390969,2,Dust2,4,13,t2,hltv_team_13510,QWENTRY,2026-04-22 14:58:25
csgo_mc_2390970,1,Nuke,15,19,t2,csgo_tm_11176,MOUZ.N,2026-04-22 14:58:24
csgo_mc_2390970,2,Ancient,13,7,t1,hltv_team_13027,Nuclear TigeRES,2026-04-22 14:58:24
csgo_mc_2390970,3,Mirage,8,13,t2,csgo_tm_11176,MOUZ.N,2026-04-22 14:58:24
csgo_mc_2390971,1,Nuke,7,13,t2,csgo_tm_11446,Leo,2026-04-22 14:58:24
csgo_mc_2390971,2,Dust2,13,6,t1,hltv_team_13314,KOLESIE,2026-04-22 14:58:24
csgo_mc_2390971,3,Ancient,11,13,t2,csgo_tm_11446,Leo,2026-04-22 14:58:24
csgo_mc_2390972,1,Nuke,13,9,t1,hltv_team_12895,K27,2026-04-22 14:58:24
csgo_mc_2390972,2,Dust2,11,13,t2,csgo_tm_11641,Metizport,2026-04-22 14:58:24
csgo_mc_2390972,3,Ancient,13,5,t1,hltv_team_12895,K27,2026-04-22 14:58:24
csgo_mc_2390973,1,Ancient,13,4,t1,hltv_team_12380,CYBERSHOKE,2026-04-22 14:58:23
csgo_mc_2390973,2,Dust2,28,26,t1,hltv_team_12380,CYBERSHOKE,2026-04-22 14:58:23
csgo_mc_2390974,1,Dust2,13,8,t1,csgo_tm_11581,HOTU,2026-04-22 14:58:23
csgo_mc_2390974,2,Mirage,9,13,t2,hltv_team_13573,ex-Zero Tenacity,2026-04-22 14:58:23
csgo_mc_2390974,3,Overpass,13,9,t1,csgo_tm_11581,HOTU,2026-04-22 14:58:23
csgo_mc_2390975,1,Dust2,7,13,t2,hltv_team_12818,FT,2026-04-22 14:58:23
csgo_mc_2390975,2,Inferno,7,13,t2,hltv_team_12818,FT,2026-04-22 14:58:23
csgo_mc_2390976,1,Dust2,13,9,t1,hltv_team_12604,Johnny Speeds,2026-04-22 14:58:23
csgo_mc_2390976,2,Overpass,10,13,t2,hltv_team_13617,ex-RUBY,2026-04-22 14:58:23
csgo_mc_2390976,3,Mirage,8,13,t2,hltv_team_13617,ex-RUBY,2026-04-22 14:58:23
csgo_mc_2390977,1,Mirage,6,13,t1,hltv_team_12380,CYBERSHOKE,2026-04-22 14:58:23
csgo_mc_2390977,2,Ancient,16,13,t1,hltv_team_12380,CYBERSHOKE,2026-04-22 14:58:23
csgo_mc_2390977,3,Nuke,13,9,t2,csgo_tm_11176,MOUZ.N,2026-04-22 14:58:23
csgo_mc_2390978,1,Mirage,13,6,t1,hltv_team_12895,K27,2026-04-22 14:58:22
csgo_mc_2390978,2,Overpass,5,13,t1,hltv_team_12895,K27,2026-04-22 14:58:22
csgo_mc_2390978,3,Dust2,10,13,t2,hltv_team_13617,ex-RUBY,2026-04-22 14:58:22
csgo_mc_2390979,1,Overpass,6,13,t2,csgo_tm_11446,Leo,2026-04-22 14:58:22
csgo_mc_2390979,2,Anubis,13,6,t1,hltv_team_13510,QWENTRY,2026-04-22 14:58:22
csgo_mc_2390979,3,Dust2,10,13,t2,csgo_tm_11446,Leo,2026-04-22 14:58:22
csgo_mc_2390980,1,Anubis,13,5,t1,csgo_tm_11581,HOTU,2026-04-22 14:58:22
csgo_mc_2390980,2,Dust2,10,13,t2,hltv_team_12818,FT,2026-04-22 14:58:22
csgo_mc_2390980,3,Ancient,13,4,t1,csgo_tm_11581,HOTU,2026-04-22 14:58:22
csgo_mc_2390981,1,Anubis,13,7,t1,hltv_team_13617,ex-RUBY,2026-04-22 14:58:21
csgo_mc_2390981,2,Mirage,10,13,t2,hltv_team_12380,CYBERSHOKE,2026-04-22 14:58:21
csgo_mc_2390981,3,Nuke,13,7,t1,hltv_team_13617,ex-RUBY,2026-04-22 14:58:21
csgo_mc_2390982,1,Dust2,13,9,t1,csgo_tm_11581,HOTU,2026-04-22 14:58:20
csgo_mc_2390982,2,Ancient,6,13,t2,csgo_tm_11446,Leo,2026-04-22 14:58:20
csgo_mc_2390982,3,Nuke,22,20,t1,csgo_tm_11581,HOTU,2026-04-22 14:58:20
csgo_mc_2390983,1,Ancient,13,2,t1,hltv_team_13617,ex-RUBY,2026-04-22 14:58:20
csgo_mc_2390983,2,Dust2,13,11,t1,hltv_team_13617,ex-RUBY,2026-04-22 14:58:20
csgo_mc_2391106,1,Nuke,19,17,t1,csgo_tm_6248,Mongolz,2026-04-22 14:58:32
csgo_mc_2391106,2,Mirage,13,9,t1,csgo_tm_6248,Mongolz,2026-04-22 14:58:32
csgo_mc_2391107,1,Dust2,9,13,t2,csgo_tm_7175,Heroic,2026-04-22 14:58:32
csgo_mc_2391107,2,Mirage,13,8,t1,csgo_tm_4494,MOUZ,2026-04-22 14:58:32
csgo_mc_2391107,3,Inferno,13,3,t1,csgo_tm_4494,MOUZ,2026-04-22 14:58:32
csgo_mc_2391108,1,Mirage,8,13,t2,csgo_tm_11241,B8,2026-04-22 14:58:32
csgo_mc_2391108,2,Overpass,13,2,t1,csgo_tm_8297,FURIA,2026-04-22 14:58:32
csgo_mc_2391108,3,Dust2,6,13,t2,csgo_tm_11241,B8,2026-04-22 14:58:32
csgo_mc_2391109,1,Dust2,13,9,t1,csgo_tm_6248,Mongolz,2026-04-22 14:58:31
csgo_mc_2391109,2,Mirage,13,11,t1,csgo_tm_6248,Mongolz,2026-04-22 14:58:31
csgo_mc_2391110,1,Nuke,13,16,t2,csgo_tm_4773,paiN,2026-04-22 14:58:31
csgo_mc_2391110,2,Dust2,16,13,t1,csgo_tm_6667,FaZe,2026-04-22 14:58:31
csgo_mc_2391110,3,Mirage,5,13,t2,csgo_tm_4773,paiN,2026-04-22 14:58:31
csgo_mc_2391111,1,Dust2,13,7,t1,csgo_tm_4608,NAVI,2026-04-22 14:58:31
csgo_mc_2391111,2,Mirage,5,13,t2,csgo_tm_5995,G2,2026-04-22 14:58:31
csgo_mc_2391111,3,Ancient,7,13,t2,csgo_tm_5995,G2,2026-04-22 14:58:31
csgo_mc_2391112,1,Dust2,13,10,t1,hltv_team_12468,Legacy,2026-04-22 14:58:31
csgo_mc_2391112,2,Ancient,13,6,t1,hltv_team_12468,Legacy,2026-04-22 14:58:31
csgo_mc_2391113,1,Ancient,14,16,t2,csgo_tm_6665,Astralis,2026-04-22 14:58:31
csgo_mc_2391113,2,Mirage,13,1,t1,csgo_tm_4494,MOUZ,2026-04-22 14:58:31
csgo_mc_2391113,3,Overpass,13,3,t1,csgo_tm_4494,MOUZ,2026-04-22 14:58:31
csgo_mc_2391114,1,Nuke,13,3,t1,hltv_team_13286,FUT,2026-04-22 14:58:31
csgo_mc_2391114,2,Ancient,5,13,t2,csgo_tm_7175,Heroic,2026-04-22 14:58:31
csgo_mc_2391114,3,Mirage,13,3,t1,hltv_team_13286,FUT,2026-04-22 14:58:31
csgo_mc_2391115,1,Mirage,4,13,t2,csgo_tm_11241,B8,2026-04-22 14:58:30
csgo_mc_2391115,2,Nuke,13,9,t1,csgo_tm_7020,Spirit,2026-04-22 14:58:30
csgo_mc_2391115,3,Anubis,13,7,t1,csgo_tm_7020,Spirit,2026-04-22 14:58:30
csgo_mc_2391116,1,Dust2,16,19,t2,csgo_tm_4914,3DMAX,2026-04-22 14:58:30
csgo_mc_2391116,2,Overpass,8,13,t2,csgo_tm_4914,3DMAX,2026-04-22 14:58:30
csgo_mc_2391117,1,Dust2,13,11,t1,csgo_tm_6667,FaZe,2026-04-22 14:58:30
csgo_mc_2391117,2,Overpass,13,11,t1,csgo_tm_6667,FaZe,2026-04-22 14:58:30
csgo_mc_2391118,1,Nuke,9,13,t2,csgo_tm_11861,Aurora,2026-04-22 14:58:30
csgo_mc_2391118,2,Overpass,7,13,t2,csgo_tm_11861,Aurora,2026-04-22 14:58:30
csgo_mc_2391119,1,Mirage,16,14,t1,csgo_tm_4608,NAVI,2026-04-22 14:58:30
csgo_mc_2391119,2,Inferno,13,7,t1,csgo_tm_4608,NAVI,2026-04-22 14:58:30
csgo_mc_2391120,1,Dust2,5,13,t2,csgo_tm_4914,3DMAX,2026-04-22 14:58:30
csgo_mc_2391120,2,Ancient,11,13,t2,csgo_tm_4914,3DMAX,2026-04-22 14:58:30
csgo_mc_2391121,1,Ancient,13,1,t1,csgo_tm_4494,MOUZ,2026-04-22 14:58:30
csgo_mc_2391121,2,Overpass,13,11,t1,csgo_tm_4494,MOUZ,2026-04-22 14:58:30
csgo_mc_2391122,1,Dust2,13,7,t1,hltv_team_12468,Legacy,2026-04-22 14:58:30
csgo_mc_2391122,2,Ancient,13,7,t1,hltv_team_12468,Legacy,2026-04-22 14:58:30
csgo_mc_2391123,1,Ancient,13,9,t1,csgo_tm_7020,Spirit,2026-04-22 14:58:30
csgo_mc_2391123,2,Anubis,13,10,t1,csgo_tm_7020,Spirit,2026-04-22 14:58:30
csgo_mc_2391124,1,Dust2,13,8,t1,csgo_tm_8297,FURIA,2026-04-22 14:58:30
csgo_mc_2391124,2,Overpass,3,13,t2,csgo_tm_7175,Heroic,2026-04-22 14:58:30
csgo_mc_2391124,3,Inferno,13,9,t1,csgo_tm_8297,FURIA,2026-04-22 14:58:30
csgo_mc_2391125,1,Dust2,13,10,t1,csgo_tm_6248,Mongolz,2026-04-22 14:58:26
csgo_mc_2391125,2,Ancient,4,13,t2,csgo_tm_4914,3DMAX,2026-04-22 14:58:26
csgo_mc_2391125,3,Inferno,13,10,t1,csgo_tm_6248,Mongolz,2026-04-22 14:58:26
csgo_mc_2391126,1,Dust2,13,8,t1,hltv_team_13286,FUT,2026-04-22 14:58:26
csgo_mc_2391126,2,Anubis,13,3,t1,hltv_team_13286,FUT,2026-04-22 14:58:26
csgo_mc_2391127,1,Dust2,7,13,t2,csgo_tm_6667,FaZe,2026-04-22 14:58:25
csgo_mc_2391127,2,Ancient,13,3,t1,csgo_tm_6665,Astralis,2026-04-22 14:58:25
csgo_mc_2391127,3,Inferno,16,14,t1,csgo_tm_6665,Astralis,2026-04-22 14:58:25
csgo_mc_2391128,1,Dust2,4,13,t2,hltv_team_12468,Legacy,2026-04-22 14:58:25
csgo_mc_2391128,2,Mirage,10,13,t2,hltv_team_12468,Legacy,2026-04-22 14:58:25
csgo_mc_2391129,1,Mirage,10,13,t2,csgo_tm_11861,Aurora,2026-04-22 14:58:25
csgo_mc_2391129,2,Anubis,11,13,t2,csgo_tm_11861,Aurora,2026-04-22 14:58:25
csgo_mc_2391130,1,Inferno,13,6,t1,csgo_tm_8297,FURIA,2026-04-22 14:58:25
csgo_mc_2391130,2,Dust2,13,8,t1,csgo_tm_8297,FURIA,2026-04-22 14:58:25
csgo_mc_2391131,1,Dust2,13,5,t1,csgo_tm_4608,NAVI,2026-04-22 14:58:24
csgo_mc_2391131,2,Inferno,5,13,t2,csgo_tm_4914,3DMAX,2026-04-22 14:58:24
csgo_mc_2391131,3,Ancient,13,5,t1,csgo_tm_4608,NAVI,2026-04-22 14:58:24
csgo_mc_2391132,1,Mirage,13,4,t1,csgo_tm_5995,G2,2026-04-22 14:58:24
csgo_mc_2391132,2,Dust2,11,13,t2,hltv_team_13286,FUT,2026-04-22 14:58:24
csgo_mc_2391132,3,Overpass,11,13,t2,hltv_team_13286,FUT,2026-04-22 14:58:24
csgo_mc_2391133,1,Nuke,4,13,t2,csgo_tm_6665,Astralis,2026-04-22 14:58:24
csgo_mc_2391133,2,Dust2,13,9,t1,csgo_tm_8297,FURIA,2026-04-22 14:58:24
csgo_mc_2391133,3,Inferno,4,13,t2,csgo_tm_6665,Astralis,2026-04-22 14:58:24
csgo_mc_2391134,1,Ancient,11,13,t2,csgo_tm_4608,NAVI,2026-04-22 14:58:21
csgo_mc_2391134,2,Mirage,4,13,t2,csgo_tm_4608,NAVI,2026-04-22 14:58:21
csgo_mc_2391135,1,Dust2,4,13,t2,csgo_tm_11861,Aurora,2026-04-22 14:58:21
csgo_mc_2391135,2,Overpass,13,8,t1,hltv_team_12468,Legacy,2026-04-22 14:58:21
csgo_mc_2391135,3,Inferno,6,13,t2,csgo_tm_11861,Aurora,2026-04-22 14:58:21
csgo_mc_2391136,1,Dust2,11,13,t2,hltv_team_13286,FUT,2026-04-22 14:58:20
csgo_mc_2391136,2,Overpass,13,10,t1,csgo_tm_4494,MOUZ,2026-04-22 14:58:20
csgo_mc_2391136,3,Mirage,11,13,t2,hltv_team_13286,FUT,2026-04-22 14:58:20
csgo_mc_2391137,1,Dust2,13,6,t1,csgo_tm_6665,Astralis,2026-04-22 14:58:19
csgo_mc_2391137,2,Ancient,13,7,t1,csgo_tm_6665,Astralis,2026-04-22 14:58:19
csgo_mc_2391138,1,Nuke,11,13,t2,csgo_tm_6665,Astralis,2026-04-22 14:58:18
csgo_mc_2391138,2,Dust2,13,2,t1,csgo_tm_11861,Aurora,2026-04-22 14:58:18
csgo_mc_2391138,3,Inferno,13,10,t1,csgo_tm_11861,Aurora,2026-04-22 14:58:18
csgo_mc_2391139,1,Mirage,13,5,t1,csgo_tm_4608,NAVI,2026-04-22 14:58:18
csgo_mc_2391139,2,Ancient,11,13,t2,hltv_team_13286,FUT,2026-04-22 14:58:18
csgo_mc_2391139,3,Dust2,13,7,t1,csgo_tm_4608,NAVI,2026-04-22 14:58:18
csgo_mc_2391140,1,Dust2,13,8,t1,hltv_team_13286,FUT,2026-04-22 14:58:18
csgo_mc_2391140,2,Ancient,4,13,t2,csgo_tm_6665,Astralis,2026-04-22 14:58:18
csgo_mc_2391140,3,Overpass,12,16,t2,csgo_tm_6665,Astralis,2026-04-22 14:58:18
csgo_mc_2391141,1,Mirage,13,7,t1,csgo_tm_4608,NAVI,2026-04-22 14:58:18
csgo_mc_2391141,2,Anubis,11,13,t2,csgo_tm_11861,Aurora,2026-04-22 14:58:18
csgo_mc_2391141,3,Nuke,13,8,t1,csgo_tm_4608,NAVI,2026-04-22 14:58:18
csgo_mc_2391141,4,Dust2,13,9,t1,csgo_tm_4608,NAVI,2026-04-22 14:58:18
csgo_mc_2391173,1,Mirage,5,13,t2,hltv_team_13613,Bebop,2026-04-22 14:58:30
csgo_mc_2391173,2,Nuke,13,10,t1,hltv_team_13617,ex-RUBY,2026-04-22 14:58:30
csgo_mc_2391173,3,Ancient,13,6,t1,hltv_team_13617,ex-RUBY,2026-04-22 14:58:30
csgo_mc_2391174,1,Anubis,6,13,t2,hltv_team_13690,zajezdzacze,2026-04-22 14:58:30
csgo_mc_2391174,2,Nuke,13,11,t1,csgo_tm_10333,Sangal,2026-04-22 14:58:30
csgo_mc_2391174,3,Mirage,4,13,t2,hltv_team_13690,zajezdzacze,2026-04-22 14:58:30
csgo_mc_2391175,1,Dust2,5,13,t2,hltv_team_13231,Ursa,2026-04-22 14:58:30
csgo_mc_2391175,2,Inferno,8,13,t2,hltv_team_13231,Ursa,2026-04-22 14:58:30
csgo_mc_2391176,1,Mirage,13,7,t1,hltv_team_13479,Omega,2026-04-22 14:58:30
csgo_mc_2391176,2,Ancient,13,10,t1,hltv_team_13479,Omega,2026-04-22 14:58:30
csgo_mc_2391177,1,Inferno,9,13,t2,hltv_team_13518,Acend,2026-04-22 14:58:26
csgo_mc_2391177,2,Dust2,13,11,t1,hltv_team_12194,Rune Eaters,2026-04-22 14:58:26
csgo_mc_2391177,3,Ancient,10,13,t2,hltv_team_13518,Acend,2026-04-22 14:58:26
csgo_mc_2391178,1,Anubis,13,5,t1,hltv_team_12818,FT,2026-04-22 14:58:26
csgo_mc_2391178,2,Inferno,13,8,t1,hltv_team_12818,FT,2026-04-22 14:58:26
csgo_mc_2391179,1,Mirage,6,13,t2,csgo_tm_11251,EF,2026-04-22 14:58:25
csgo_mc_2391179,2,Dust2,8,13,t2,csgo_tm_11251,EF,2026-04-22 14:58:25
csgo_mc_2391180,1,Ancient,6,13,t2,hltv_team_13715,Hashiras,2026-04-22 14:58:25
csgo_mc_2391180,2,Inferno,13,6,t1,hltv_team_13623,STATE,2026-04-22 14:58:25
csgo_mc_2391180,3,Nuke,13,8,t1,hltv_team_13623,STATE,2026-04-22 14:58:25
csgo_mc_2391181,1,Ancient,7,13,t2,hltv_team_13715,Hashiras,2026-04-22 14:58:25
csgo_mc_2391181,2,Dust2,19,17,t1,hltv_team_12194,Rune Eaters,2026-04-22 14:58:25
csgo_mc_2391181,3,Nuke,13,8,t1,hltv_team_12194,Rune Eaters,2026-04-22 14:58:25
csgo_mc_2391182,1,Dust2,10,13,t2,hltv_team_13573,ex-Zero Tenacity,2026-04-22 14:58:24
csgo_mc_2391182,2,Nuke,13,8,t1,csgo_tm_7865,HAVU,2026-04-22 14:58:24
csgo_mc_2391182,3,Mirage,11,13,t2,hltv_team_13573,ex-Zero Tenacity,2026-04-22 14:58:24
csgo_mc_2391184,1,Dust2,25,23,t1,hltv_team_13551,OlyBet,2026-04-22 14:58:24
csgo_mc_2391184,2,Ancient,9,13,t2,csgo_tm_10854,LK,2026-04-22 14:58:24
csgo_mc_2391184,3,Mirage,8,13,t2,csgo_tm_10854,LK,2026-04-22 14:58:24
csgo_mc_2391185,1,Mirage,19,16,t1,hltv_team_13617,ex-RUBY,2026-04-22 14:58:24
csgo_mc_2391185,2,Nuke,14,16,t2,hltv_team_13690,zajezdzacze,2026-04-22 14:58:24
csgo_mc_2391185,3,Ancient,11,13,t2,hltv_team_13690,zajezdzacze,2026-04-22 14:58:24
csgo_mc_2391186,1,Inferno,13,11,t1,hltv_team_12818,FT,2026-04-22 14:58:23
csgo_mc_2391186,2,Dust2,5,13,t2,csgo_tm_11251,EF,2026-04-22 14:58:23
csgo_mc_2391186,3,Overpass,11,13,t2,csgo_tm_11251,EF,2026-04-22 14:58:23
csgo_mc_2391187,1,Dust2,4,13,t2,hltv_team_13231,Ursa,2026-04-22 14:58:23
csgo_mc_2391187,2,Mirage,8,13,t2,hltv_team_13231,Ursa,2026-04-22 14:58:23
csgo_mc_2391188,1,Ancient,11,13,t2,hltv_team_13518,Acend,2026-04-22 14:58:23
csgo_mc_2391188,2,Overpass,13,8,t1,hltv_team_13623,STATE,2026-04-22 14:58:23
csgo_mc_2391188,3,Inferno,5,13,t2,hltv_team_13518,Acend,2026-04-22 14:58:23
csgo_mc_2391190,1,Mirage,10,13,t2,hltv_team_13613,Bebop,2026-04-22 14:58:22
csgo_mc_2391190,2,Nuke,9,13,t2,hltv_team_13613,Bebop,2026-04-22 14:58:22
csgo_mc_2391191,1,Ancient,13,9,t1,hltv_team_12818,FT,2026-04-22 14:58:22
csgo_mc_2391191,2,Anubis,11,13,t2,hltv_team_13479,Omega,2026-04-22 14:58:22
csgo_mc_2391191,3,Nuke,11,13,t2,hltv_team_13479,Omega,2026-04-22 14:58:22
csgo_mc_2391192,1,Overpass,16,12,t1,hltv_team_13617,ex-RUBY,2026-04-22 14:58:22
csgo_mc_2391192,2,Nuke,8,13,t2,csgo_tm_10854,LK,2026-04-22 14:58:22
csgo_mc_2391192,3,Ancient,13,8,t1,hltv_team_13617,ex-RUBY,2026-04-22 14:58:22
csgo_mc_2391193,1,Mirage,7,13,t2,hltv_team_12194,Rune Eaters,2026-04-22 14:58:21
csgo_mc_2391193,2,Anubis,8,13,t2,hltv_team_12194,Rune Eaters,2026-04-22 14:58:21
csgo_mc_2391194,1,Mirage,13,11,t1,csgo_tm_10333,Sangal,2026-04-22 14:58:21
csgo_mc_2391194,2,Inferno,11,13,t2,hltv_team_13573,ex-Zero Tenacity,2026-04-22 14:58:21
csgo_mc_2391194,3,Nuke,10,13,t2,hltv_team_13573,ex-Zero Tenacity,2026-04-22 14:58:21
csgo_mc_2391195,1,Dust2,10,13,t2,csgo_tm_11251,EF,2026-04-22 14:58:20
csgo_mc_2391195,2,Inferno,13,6,t1,hltv_team_13518,Acend,2026-04-22 14:58:20
csgo_mc_2391195,3,Ancient,13,7,t1,hltv_team_13518,Acend,2026-04-22 14:58:20
