player_id,metric,value,avg_value,lower_better,bad_start,bad_end,middle_start,middle_end,good_start,good_end
csgo_pl_20320,rating,1.14,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_20320,swing,+1.04%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_21463,adr,66.4,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_21463,dpr,0.72,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_21463,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_21463,kast,70.5,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_21463,kpr,0.58,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_21463,rating,0.97,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_21463,swing,-0.99%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_23597,adr,76.6,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_23597,dpr,0.64,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_23597,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23597,kast,73.4,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_23597,kpr,0.73,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_23597,rating,1.19,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23597,swing,+1.55%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_23824,adr,70.5,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_23824,dpr,0.68,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_23824,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23824,kast,71.8,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_23824,kpr,0.66,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_23824,rating,1.04,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23824,swing,-0.54%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_24016,adr,74.2,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_24016,dpr,0.73,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_24016,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_24016,kast,71.2,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_24016,kpr,0.67,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_24016,rating,1.03,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_24016,swing,-0.79%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_21909,adr,65.0,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_21909,dpr,0.60,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_21909,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_21909,kast,73.0,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_21909,kpr,0.66,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_21909,rating,1.05,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_21909,swing,+0.17%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_23015,adr,75.4,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_23015,dpr,0.71,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_23015,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23015,kast,69.7,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_23015,kpr,0.68,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_23015,rating,1.12,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23015,swing,+0.80%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_25484,adr,73.9,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_25484,dpr,0.69,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_25484,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_25484,kast,72.9,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_25484,kpr,0.70,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_25484,rating,1.04,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_25484,swing,-0.70%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_25487,adr,60.5,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_25487,dpr,0.80,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_25487,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_25487,kast,64.1,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_25487,kpr,0.55,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_25487,rating,0.78,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_25487,swing,-4.25%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_22940,adr,72.2,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_22940,dpr,0.71,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_22940,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_22940,kast,68.4,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_22940,kpr,0.63,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_22940,rating,1.02,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_22940,swing,-0.70%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_24102,adr,71.8,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_24102,dpr,0.65,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_24102,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_24102,kast,75.9,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_24102,kpr,0.66,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_24102,rating,1.12,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_24102,swing,+0.82%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_20437,adr,70.9,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_20437,dpr,0.70,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_20437,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_20437,kast,66.1,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_20437,kpr,0.59,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_20437,rating,0.96,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_20437,swing,-1.56%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_22762,adr,57.7,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_22762,dpr,0.66,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_22762,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_22762,kast,68.3,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_22762,kpr,0.54,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_22762,rating,0.91,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_22762,swing,-1.64%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_7168,adr,75.8,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_7168,dpr,0.71,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_7168,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_7168,kast,69.1,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_7168,kpr,0.63,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_7168,rating,1.01,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_7168,swing,-1.06%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_21143,adr,72.7,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_21143,dpr,0.69,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_21143,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_21143,kast,69.9,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_21143,kpr,0.63,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_21143,rating,1.04,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_21143,swing,-0.46%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_22475,adr,67.8,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_22475,dpr,0.66,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_22475,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_22475,kast,68.7,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_22475,kpr,0.62,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_22475,rating,1.02,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_22475,swing,-0.21%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_23559,adr,77.3,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_23559,dpr,0.74,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_23559,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23559,kast,70.2,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_23559,kpr,0.71,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_23559,rating,1.07,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23559,swing,-1.15%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_23640,adr,69.3,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_23640,dpr,0.73,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_23640,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23640,kast,63.3,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_23640,kpr,0.58,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_23640,rating,0.94,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23640,swing,-0.72%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_23892,adr,64.8,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_23892,dpr,0.67,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_23892,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23892,kast,69.4,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_23892,kpr,0.58,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_23892,rating,0.92,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23892,swing,-2.70%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_24174,adr,72.4,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_24174,dpr,0.70,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_24174,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_24174,kast,66.9,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_24174,kpr,0.70,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_24174,rating,1.03,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_24174,swing,+0.49%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_25953,adr,70.4,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_25953,dpr,0.80,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_25953,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_25953,kast,63.2,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_25953,kpr,0.63,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_25953,rating,0.88,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_25953,swing,-2.69%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_20515,adr,65.8,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_20515,dpr,0.77,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_20515,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_20515,kast,69.4,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_20515,kpr,0.58,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_20515,rating,0.88,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_20515,swing,-2.98%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_20788,adr,67.4,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_20788,dpr,0.73,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_20788,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_20788,kast,65.9,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_20788,kpr,0.57,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_20788,rating,0.99,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_20788,swing,-0.34%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_21147,adr,84.5,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_21147,dpr,0.68,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_21147,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_21147,kast,66.6,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_21147,kpr,0.87,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_21147,rating,1.51,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_21147,swing,+6.01%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_22168,adr,66.1,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_22168,dpr,0.68,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_22168,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_22168,kast,70.3,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_22168,kpr,0.65,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_22168,rating,1.08,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_22168,swing,+0.09%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_20739,adr,74.9,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_20739,dpr,0.58,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_20739,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_20739,kast,73.5,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_20739,kpr,0.73,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_20739,rating,1.21,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_20739,swing,+2.72%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_20805,adr,69.9,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_20805,dpr,0.70,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_20805,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_20805,kast,73.5,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_20805,kpr,0.54,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_20805,rating,0.94,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_20805,swing,-1.80%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_23142,adr,71.1,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_23142,dpr,0.58,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_23142,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23142,kast,77.3,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_23142,kpr,0.64,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_23142,rating,1.13,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23142,swing,+1.31%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_24170,adr,63.1,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_24170,dpr,0.63,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_24170,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_24170,kast,84.9,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_24170,kpr,0.64,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_24170,rating,1.07,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_24170,swing,-0.29%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_24575,adr,73.5,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_24575,dpr,0.66,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_24575,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_24575,kast,77.7,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_24575,kpr,0.73,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_24575,rating,1.15,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_24575,swing,+1.68%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_25060,adr,78.2,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_25060,dpr,0.70,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_25060,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_25060,kast,73.4,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_25060,kpr,0.74,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_25060,rating,1.16,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_25060,swing,+-0.00%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_25478,adr,59.8,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_25478,dpr,0.75,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_25478,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_25478,kast,66.3,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_25478,kpr,0.54,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_25478,rating,0.89,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_25478,swing,-1.97%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_15588,adr,66.9,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_15588,dpr,0.66,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_15588,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_15588,kast,66.2,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_15588,kpr,0.57,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_15588,rating,0.98,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_15588,swing,-0.47%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_23744,adr,72.7,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_23744,dpr,0.65,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_23744,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23744,kast,70.4,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_23744,kpr,0.69,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_23744,rating,1.06,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23744,swing,+0.00%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_23956,adr,90.7,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_23956,dpr,0.73,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_23956,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23956,kast,72.4,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_23956,kpr,0.85,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_23956,rating,1.27,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_23956,swing,+1.04%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_25122,adr,61.3,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_25122,dpr,0.72,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_25122,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_25122,kast,70.6,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_25122,kpr,0.61,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_25122,rating,0.92,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_25122,swing,-0.94%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_20685,adr,73.1,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_20685,dpr,0.70,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_20685,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_20685,kast,70.5,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_20685,kpr,0.61,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_20685,rating,1.02,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_20685,swing,-0.34%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_24287,adr,73.7,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_24287,dpr,0.68,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_24287,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_24287,kast,72.2,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_24287,kpr,0.77,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_24287,rating,1.04,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_24287,swing,-1.33%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_24594,adr,70.0,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_24594,dpr,0.71,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_24594,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_24594,kast,70.8,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_24594,kpr,0.61,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_24594,rating,1.00,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_24594,swing,-1.28%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_24179,adr,76.7,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_24179,dpr,0.69,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_24179,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_24179,kast,69.7,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_24179,kpr,0.74,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_24179,rating,1.14,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_24179,swing,+1.10%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_22129,adr,69.9,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_22129,dpr,0.75,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_22129,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_22129,kast,69.9,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_22129,kpr,0.61,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_22129,rating,0.95,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_22129,swing,-1.52%,+-0.00%,False,-0.346,-2.5,0.715,-0.345,4.0,0.716
csgo_pl_20945,adr,73.0,72.7,False,72.5,64.0,80.7,72.6,88.5,80.8
csgo_pl_20945,dpr,0.67,0.67,True,0.71,0.75,0.66,0.70,0.60,0.65
csgo_pl_20945,impact,0.00,0.00,False,0.96,0.80,1.13,0.97,1.30,1.14
csgo_pl_20945,kast,71.8,71.4,False,66.6,59.0,72.7,66.7,79.0,72.8
csgo_pl_20945,kpr,0.68,0.67,False,0.64,0.55,0.71,0.65,0.80,0.72
csgo_pl_20945,rating,1.09,1.07,False,0.96,0.80,1.13,0.97,1.30,1.14
