id,team_id,team_name,team_logo,region_name,rating,map_num,map_win_loss,map_win_rate,game_played,win_rate,avg_round,kd_rate,kd,kd_diff,avg_kill,avg_death,avg_assist,total_kill,total_death,total_assist,total_round,first_five_win_num,first_five_win_rate,first_ten_win_num,first_ten_win_rate,ct_win_round,ct_win_rate,t_win_round,t_win_rate,ct_first_win_round,ct_first_win_rate,t_first_win_round,t_first_win_rate,first_kill,first_kill_rate,first_death_num,first_death_rate,global_rank,valve_rank,valve_point,point,score,global_bonus,rank,rank_change,rank_diff,csv_index,crawl_time
,hltv_team_13098,Chimera,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cu1vkncconkqmjpn7q30.png,,1.02,80,33/47,41.3%,33,36.4%,21.5,0.94,-332,,70.5,74.6,24.0,5638,5970,1916,1721,32,40.0%,31,38.8%,431,48.6%,379,45.4%,36,45.0%,40,50.0%,529,65.1%,253,28.5%,135,,,,,,,,-,955,1777963826
,hltv_team_13111,Aetheris,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cu85704conkqmjpn80gg.png,,1.02,25,10/15,40.0%,20,40.0%,20.4,0.93,-132,,67.6,72.9,23.5,1691,1823,588,509,10,40.0%,11,44.0%,105,43.9%,128,47.4%,10,40.0%,9,36.0%,162,65.3%,57,23.9%,113,,,,,,,,-,956,1777963826
,hltv_team_13150,VIZORA,https://oss.5eplay.com/sport/csgo/team/null.png,,1.02,1,0/1,0.0%,1,0.0%,24.0,1.00,0,,74.0,74.0,24.0,74,74,24,24,1,100.0%,0,0.0%,4,33.3%,7,58.3%,1,100.0%,1,100.0%,5,100.0%,1,50.0%,,,,,,,,,-,957,1777963826
,hltv_team_13172,Mercenaires,https://oss.5eplay.com/sport/csgo/team/null.png,,1.02,16,7/9,43.8%,9,44.4%,23.8,0.95,-63,,79.1,83.1,30.3,1266,1329,484,381,7,43.8%,6,37.5%,89,44.9%,95,51.9%,6,37.5%,9,56.3%,112,70.9%,46,27.9%,,,,,,,,,-,958,1777963826
,hltv_team_13090,Volt,https://oss.5eplay.com/cloudx/p/sport/csgo/team/curtiscconkqmjpn8c2g.png,,1.02,87,38/49,43.7%,35,42.9%,21.6,0.96,-250,,71.5,74.3,25.4,6217,6467,2206,1878,46,52.9%,33,37.9%,483,48.1%,408,46.7%,45,51.7%,31,35.6%,556,67.6%,227,26.3%,,,,,,,,,-1,959,1777963826
,hltv_team_13244,RSG,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d006ulsconkt3lege590.png,,1.02,7,4/3,57.1%,5,60.0%,23.7,0.99,-6,,83.6,84.4,27.3,585,591,191,166,4,57.1%,4,57.1%,32,38.1%,49,59.8%,5,71.4%,1,14.3%,0,0.0%,0,0.0%,114,,,,,,,,-,960,1777963826
,hltv_team_13268,LASED,https://oss.5eplay.com/sport/csgo/team/13268.png,,1.02,6,2/4,33.3%,3,33.3%,21.3,0.95,-21,,73.7,77.2,26.3,442,463,158,128,4,66.7%,2,33.3%,34,48.6%,22,37.9%,4,66.7%,2,33.3%,39,68.4%,20,33.3%,,,,,,,,,+6,961,1777963826
,csgo_tm_11054,FOXED,https://oss.5eplay.com/sport/csgo/team/hz/cec3vbv4nfq43340vt8g.png,,1.02,6,3/3,50.0%,2,50.0%,25.3,0.94,-35,,85.5,91.3,28.3,513,548,170,152,2,33.3%,4,66.7%,41,52.6%,36,48.6%,2,33.3%,4,66.7%,52,76.5%,22,26.2%,,,,,,,,,-,962,1777963826
,hltv_team_13294,Outfit 49,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d3nk1dkconkqbk3bntk0.png,,1.02,106,40/66,37.7%,46,37.0%,20.9,0.92,-599,,69.6,75.3,23.3,7379,7978,2465,2220,46,43.4%,40,37.7%,509,47.2%,520,45.6%,46,43.4%,46,43.4%,606,66.9%,276,27.5%,,,,,,,,,+6,963,1777963826
,hltv_team_13316,Animus Victoria,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_d1o6n64conkt3legeqtg.png,,1.02,55,20/35,36.4%,22,31.8%,21.6,0.93,-317,,71.1,76.9,24.7,3910,4227,1360,1186,21,38.2%,20,36.4%,283,48.3%,255,42.9%,25,45.5%,30,54.5%,338,67.9%,138,25.2%,,,,,,,,,+1,964,1777963826
,hltv_team_13327,R2,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d2gmv9kconkt3legf12g.png,,1.02,97,40/57,41.2%,44,38.6%,21.0,0.92,-550,,67.4,73.1,24.4,6540,7090,2371,2036,42,43.3%,43,44.3%,450,46.9%,408,44.0%,39,40.2%,51,52.6%,534,69.1%,215,23.5%,215,,,,,,,,+22,965,1777963826
,hltv_team_13338,dags love fatties,https://oss.5eplay.com/sport/csgo/team/null.png,,1.02,5,2/3,40.0%,2,50.0%,20.8,0.90,-36,,68.0,75.2,25.0,340,376,125,104,2,40.0%,2,40.0%,27,56.3%,21,37.5%,3,60.0%,1,20.0%,36,69.2%,14,26.9%,,,,,,,,,-,966,1777963826
,hltv_team_13153,Hesta,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cukvl64conkqmjpn86t0.png,,1.02,87,41/46,47.1%,38,42.1%,21.9,0.94,-390,,72.1,76.6,23.2,6270,6660,2015,1908,39,44.8%,39,44.8%,486,50.6%,440,46.5%,39,44.8%,44,50.6%,590,68.1%,250,28.3%,,,,,,,,,-3,967,1777963826
,hltv_team_13211,NinJa,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cv9pt4sconkt3legdtn0.png,,1.02,42,14/28,33.3%,33,36.4%,20.5,0.92,-239,,69.1,74.8,24.6,2901,3140,1034,863,21,50.0%,17,40.5%,191,46.4%,209,46.3%,19,45.2%,19,45.2%,174,68.8%,88,26.1%,178,,,,,,,,-,968,1777963826
,hltv_team_13395,hindsight,https://oss.5eplay.com/sport/csgo/team/null.png,,1.02,38,16/22,42.1%,17,35.3%,21.6,0.89,-323,,70.2,78.7,26.4,2669,2992,1005,821,12,31.6%,17,44.7%,176,41.3%,192,48.6%,17,44.7%,18,47.4%,237,65.5%,119,29.2%,282,,,,,,,,-,969,1777963826
,csgo_tm_9842,FULL SEND,https://oss.5eplay.com/sport/csgo/team/hz/cec3u0n4nfq43340vlv0.png,,1.02,30,11/19,36.7%,12,33.3%,20.7,0.92,-187,,70.0,76.2,24.2,2099,2286,727,621,14,46.7%,13,43.3%,153,50.5%,130,40.9%,14,46.7%,13,43.3%,194,68.3%,88,26.3%,,,,,,"$2,649",,,-,970,1777963826
,hltv_team_13237,AM,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d2copgkconkt3legf010.png,,1.02,168,88/80,52.4%,82,54.9%,21.8,0.98,-187,,72.5,73.6,25.2,12177,12364,4236,3668,85,50.6%,90,53.6%,879,52.2%,808,49.1%,84,50.0%,79,47.0%,864,70.3%,394,30.1%,72,,,,,,,,-,971,1777963826
,hltv_team_13463,Aura,https://oss.5eplay.com/sport/csgo/team/null.png,,1.02,7,3/4,42.9%,3,33.3%,21.9,0.87,-71,,70.4,80.6,20.9,493,564,146,153,3,42.9%,2,28.6%,31,35.6%,40,60.6%,5,71.4%,4,57.1%,24,75.0%,5,33.3%,,,,,,,,,-,972,1777963826
,hltv_team_13497,Nemesis SEA,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d4vtol4conkpudhr3c8g.png,,1.02,10,3/7,30.0%,6,33.3%,19.8,0.89,-83,,65.0,73.3,25.0,650,733,250,198,3,30.0%,3,30.0%,38,42.2%,43,39.8%,2,20.0%,3,30.0%,56,58.3%,19,22.4%,,,,,,,,,-,973,1777963826
,hltv_team_13521,southern lights,https://oss.5eplay.com/sport/csgo/team/null.png,,1.02,5,2/3,40.0%,3,33.3%,20.4,0.97,-11,,66.4,68.6,23.6,332,343,118,102,2,40.0%,2,40.0%,20,42.6%,30,54.5%,3,60.0%,2,40.0%,34,70.8%,17,31.5%,,,,,,,,,-,974,1777963826
,hltv_team_13540,Wasted Talent,https://oss.5eplay.com/sport/csgo/team/null.png,,1.02,3,1/2,33.3%,1,0.0%,21.0,0.96,-8,,68.0,70.7,19.0,204,212,57,63,2,66.7%,1,33.3%,18,58.1%,12,37.5%,2,66.7%,1,33.3%,0,0.0%,0,0.0%,,,,,,,,,-,975,1777963826
,hltv_team_13545,Haemus,https://oss.5eplay.com/sport/csgo/team/null.png,,1.02,7,1/6,14.3%,4,0.0%,23.3,0.96,-24,,77.0,80.4,32.4,539,563,227,163,2,28.6%,2,28.6%,39,47.0%,35,43.8%,4,57.1%,4,57.1%,52,65.8%,21,25.3%,,,,,,,,,-,976,1777963826
,hltv_team_13559,ex-Kiri,https://oss.5eplay.com/sport/csgo/team/null.png,,1.02,14,7/7,50.0%,6,50.0%,21.0,0.91,-99,,69.2,76.3,22.8,969,1068,319,294,7,50.0%,7,50.0%,65,47.1%,74,47.4%,9,64.3%,6,42.9%,97,69.8%,43,27.6%,,,,,,,,,-,977,1777963826
,csgo_tm_11119,Epg family,https://oss.5eplay.com/sport/csgo/team/null.png,,1.02,8,4/4,50.0%,3,66.7%,20.9,0.92,-50,,68.6,74.9,29.3,549,599,234,167,2,25.0%,3,37.5%,45,59.2%,33,36.3%,3,37.5%,4,50.0%,59,66.3%,18,23.7%,,,,,,,,,-,978,1777963826
,hltv_team_13623,STATE,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_d7q5pucconkpudhr4e5g.png,,1.02,116,53/63,45.7%,51,47.1%,21.9,0.98,-159,,72.9,74.2,26.3,8452,8611,3049,2543,62,53.4%,59,50.9%,663,51.1%,607,49.0%,68,58.6%,62,53.4%,727,71.9%,282,27.9%,122,,,,,,,,-,979,1777963826
,hltv_team_13657,Blitzkrieg,https://oss.5eplay.com/sport/csgo/team/null.png,,1.02,12,5/7,41.7%,5,40.0%,20.8,0.94,-52,,69.3,73.7,24.4,832,884,293,249,7,58.3%,6,50.0%,55,44.4%,62,49.6%,7,58.3%,7,58.3%,85,71.4%,35,25.9%,,,,,,,,,-,980,1777963826
,hltv_team_13728,Desi Boyz,https://oss.5eplay.com/sport/csgo/team/null.png,,1.02,3,1/2,33.3%,1,0.0%,23.3,0.94,-14,,78.0,82.7,28.0,234,248,84,70,1,33.3%,1,33.3%,17,50.0%,16,44.4%,1,33.3%,3,100.0%,27,77.1%,4,11.8%,,,,,,,,,-,981,1777963826
,hltv_team_13745,Kuusamo,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d7c4nlcconkpudhr3rtg.png,,1.02,9,3/6,33.3%,6,33.3%,22.0,0.93,-45,,71.1,76.1,20.6,640,685,185,198,5,55.6%,3,33.3%,45,46.9%,48,47.1%,4,44.4%,5,55.6%,51,76.1%,19,24.1%,228,,,,,,,,-,982,1777963826
,hltv_team_13736,Sensation,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d6t0amsconkpudhr3org.png,,1.02,7,2/5,28.6%,4,25.0%,21.6,0.93,-40,,71.6,77.3,23.4,501,541,164,151,3,42.9%,4,57.1%,41,56.2%,28,35.9%,2,28.6%,5,71.4%,24,66.7%,6,19.4%,,,,,,,,,-,983,1777963826
,hltv_team_13797,ZOTIX,https://oss.5eplay.com/sport/csgo/team/null.png,,1.02,6,2/4,33.3%,2,0.0%,20.3,0.98,-10,,65.5,67.2,22.8,393,403,137,122,4,66.7%,2,33.3%,28,41.2%,29,53.7%,3,50.0%,0,0.0%,32,78.0%,13,26.5%,261,,,,,,,,-,984,1777963826
,cg_tm_manual_237,Kz5,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_d7irklcconkpudhr4c6g.png,,1.02,14,8/6,57.1%,10,60.0%,20.4,1.03,+32,,72.4,70.1,26.1,1013,981,365,285,7,50.0%,9,64.3%,68,45.3%,77,57.0%,6,42.9%,6,42.9%,0,0.0%,0,0.0%,,,,,,,,,-,985,1777963826
,csgo_tm_10854,LK,https://oss.5eplay.com/sport/csgo/team/hz/cec3v474nfq43340vrsg.png,,1.01,360,171/189,47.5%,153,49.0%,23.9,0.98,-628,,79.7,81.4,23.6,28679,29307,8504,8591,177,49.2%,170,47.2%,2126,51.2%,2029,47.4%,176,48.9%,192,53.3%,2377,70.1%,1048,29.8%,,,,,,"$77,100",,,-,986,1777963826
,csgo_tm_11387,UNGENTIUM,https://oss.5eplay.com/sport/csgo/team/hz/cec3vof4nfq43340vvhg.png,,1.01,36,14/22,38.9%,17,41.2%,25.5,0.95,-168,,82.4,87.1,21.2,2966,3134,762,917,15,41.7%,14,38.9%,197,44.7%,225,47.3%,15,41.7%,21,58.3%,292,65.2%,122,26.2%,,,,,,"$41,759",,,-,987,1777963826
,csgo_tm_10737,HONORIS,https://oss.5eplay.com/sport/csgo/team/ceih9674nfq4334151ag.png,,1.01,123,55/68,44.7%,57,45.6%,27.2,0.95,-600,,87.2,92.1,23.0,10727,11327,2835,3349,61,49.6%,51,41.5%,812,48.4%,792,47.4%,70,56.9%,57,46.3%,1114,69.5%,448,26.9%,,,,,,"$61,206",,,-,988,1777963826
,12091,,,,1.01,1,0/1,0.0%,,,30.0,0.95,-5,,90.0,95.0,18.0,90,95,18,30,0,0.0%,0,0.0%,4,26.7%,10,66.7%,0,0.0%,1,100.0%,0,0.0%,0,0.0%,,,,,,,,,,989,1777963826
,hltv_team_12104,Believe,,,1.01,14,5/9,35.7%,6,33.3%,28.2,0.95,-72,,91.4,96.5,23.1,1279,1351,323,395,5,35.7%,6,42.9%,90,44.6%,94,48.7%,5,35.7%,8,57.1%,102,59.3%,63,32.1%,,,,,,,,,-,990,1777963826
,csgo_tm_11717,Arena,https://oss.5eplay.com/sport/csgo/team/hz/cec405v4nfq43341022g.png,,1.01,11,6/5,54.5%,6,50.0%,29.8,0.96,-43,,99.9,103.8,24.1,1099,1142,265,328,8,72.7%,7,63.6%,91,50.8%,67,45.0%,2,18.2%,6,54.5%,34,77.3%,13,27.7%,,,,,,,,,-,991,1777963826
,csgo_tm_8813,Illuminar,https://oss.5eplay.com/cloudx/p/sport/csgo/team/ch9po974nfqe2nie4ti0.png,,1.01,459,214/245,46.6%,198,44.4%,24.4,0.96,-1423,,79.3,82.4,24.0,36407,37830,11038,11193,214,46.6%,205,44.7%,2691,47.7%,2766,49.9%,231,50.3%,210,45.8%,3387,69.3%,1497,29.5%,,,,,,"$264,739",,,+8,992,1777963826
,csgo_tm_6619,Intz,https://oss.5eplay.com/sport/csgo/team/ceim30v4nfq4334152u0.png,,1.01,99,47/52,47.5%,49,44.9%,26.4,0.96,-373,,83.6,87.3,20.8,8273,8646,2056,2609,48,48.5%,42,42.4%,610,47.0%,648,49.5%,50,50.5%,49,49.5%,814,69.6%,344,28.3%,,,,,,"$109,942",,,-,993,1777963826
,csgo_tm_11608,WINDINGO,https://oss.5eplay.com/sport/csgo/team/merge_cein79v4nfq4334155a0.png,,1.01,141,62/79,44.0%,64,42.2%,25.6,0.95,-588,,82.7,86.9,21.1,11664,12252,2978,3603,66,46.8%,63,44.7%,851,47.3%,850,47.1%,55,39.0%,64,45.4%,868,67.2%,337,27.1%,,,,,,,,,-,994,1777963826
,csgo_tm_11660,Take Flyte,https://oss.5eplay.com/cloudx/p/sport/csgo/team/ch9qspv4nfqe2nie4ttg.png,,1.01,318,133/185,41.8%,178,38.2%,22.6,0.93,-1742,,75.0,80.5,24.1,23864,25606,7659,7181,148,46.5%,143,45.0%,1706,47.1%,1702,47.9%,147,46.2%,138,43.4%,2078,68.5%,959,29.2%,,,,,,"$24,766",,,-,995,1777963826
,csgo_tm_11613,SDG,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cpg31ecconklgsjvi8rg.png,,1.01,57,26/31,45.6%,24,41.7%,23.9,0.94,-275,,82.2,87.0,23.6,4686,4961,1343,1365,23,40.4%,24,42.1%,327,47.5%,319,47.2%,23,40.4%,28,49.1%,432,68.8%,219,29.0%,,,,,,,,,-,996,1777963826
,hltv_team_12161,ParisDemons,https://oss.5eplay.com/sport/csgo/team/cgeml11ll806h1bg2p5g.png,,1.01,9,4/5,44.4%,6,33.3%,28.6,0.94,-51,,92.1,97.8,22.9,829,880,206,257,3,33.3%,2,22.2%,48,41.4%,76,53.9%,5,55.6%,5,55.6%,60,67.4%,33,31.4%,,,,,,,,,-,997,1777963826
,csgo_tm_11628,TF,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cldhol4conkqks63cjr0.png,,1.01,173,83/90,48.0%,75,50.7%,25.5,0.95,-722,,84.2,88.4,22.2,14567,15289,3844,4413,76,43.9%,78,45.1%,1081,49.1%,1060,48.0%,80,46.2%,85,49.1%,765,71.4%,340,28.4%,,,,,,"$54,357",,,-,998,1777963826
,csgo_tm_11905,paiN.A,https://oss.5eplay.com/sport/csgo/team/merge_ceigi1f4nfq4334150ag.png,,1.01,216,87/129,40.3%,95,37.9%,22.8,0.96,-655,,74.1,77.1,23.7,15998,16653,5118,4923,88,40.7%,84,38.9%,1217,48.8%,1131,47.2%,103,47.7%,100,46.3%,1594,70.8%,645,27.3%,216,,,,,,,,+9,999,1777963826
,hltv_team_12239,ITW,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cihr3q74nfq3cc4uelhg.png,,1.01,8,2/6,25.0%,3,0.0%,26.8,0.93,-50,,86.8,93.0,20.0,694,744,160,214,2,25.0%,3,37.5%,46,48.4%,52,43.7%,5,62.5%,4,50.0%,55,65.5%,24,23.5%,,,,,,,,,-,1000,1777963826
,csgo_tm_11064,Esca,https://oss.5eplay.com/sport/csgo/team/ceimtnn4nfq4334154hg.png,,1.01,10,4/6,40.0%,4,25.0%,28.1,0.97,-34,,94.6,98.0,24.8,946,980,248,281,6,60.0%,7,70.0%,84,56.4%,54,40.9%,3,30.0%,5,50.0%,92,76.0%,40,26.1%,,,,,,,,,-,1001,1777963826
,hltv_team_12242,ClayMakers,https://oss.5eplay.com/sport/csgo/team/null.png,,1.01,29,11/18,37.9%,17,35.3%,22.1,0.94,-141,,72.2,77.0,20.8,2093,2234,603,641,11,37.9%,11,37.9%,148,46.0%,146,45.8%,9,31.0%,15,51.7%,104,59.1%,39,20.5%,275,,,,,,,,-,1002,1777963826
,hltv_team_12255,KS,,,1.01,59,29/30,49.2%,24,45.8%,24.1,0.94,-310,,81.2,86.5,22.9,4792,5102,1353,1424,26,44.1%,29,49.2%,340,46.9%,356,50.9%,28,47.5%,30,50.8%,387,67.8%,174,29.1%,,,,,,,,,-,1003,1777963826
,csgo_tm_11652,LFOrg,https://oss.5eplay.com/sport/csgo/team/ceimgm74nfq4334153j0.png,,1.01,14,4/10,28.6%,7,28.6%,26.1,0.94,-75,,85.9,91.3,22.6,1203,1278,316,366,5,35.7%,3,21.4%,99,52.9%,70,39.1%,3,21.4%,6,42.9%,113,63.8%,43,23.8%,,,,,,,,,-,1004,1777963826
,hltv_team_12264,ex-Fourteen,https://oss.5eplay.com/sport/csgo/team/null.png,,1.01,3,1/2,33.3%,1,0.0%,25.7,0.98,-5,,79.7,81.3,20.7,239,244,62,77,1,33.3%,1,33.3%,23,57.5%,15,40.5%,1,33.3%,1,33.3%,17,68.0%,9,34.6%,,,,,,,,,-,1005,1777963826
,hltv_team_12286,Prods SE,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cihr94f4nfq3cc4uell0.png,,1.01,43,18/25,41.9%,18,38.9%,26.3,0.97,-105,,86.0,88.4,24.4,3697,3802,1049,1130,22,51.2%,19,44.2%,280,48.7%,265,47.7%,17,39.5%,22,51.2%,194,73.2%,95,28.4%,,,,,,,,,-,1006,1777963826
,hltv_team_12265,ex-Flames Ascent,https://oss.5eplay.com/sport/csgo/team/null.png,,1.01,6,2/4,33.3%,3,33.3%,25.7,0.92,-42,,81.2,88.2,23.8,487,529,143,154,2,33.3%,3,50.0%,26,34.7%,41,51.9%,2,33.3%,3,50.0%,50,64.9%,12,18.8%,,,,,,,,,-,1007,1777963826
,hltv_team_12258,Unluko5,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_chrhdvf4nfq3cc4udnng.png,,1.01,19,7/12,36.8%,7,28.6%,28.7,0.92,-159,,95.6,104.0,23.0,1817,1976,437,546,9,47.4%,8,42.1%,115,44.4%,151,52.6%,13,68.4%,12,63.2%,187,70.0%,78,27.8%,,,,,,,,,-,1008,1777963826
,hltv_team_12331,DOFG,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cibrdif4nfq3cc4uedt0.png,,1.01,5,1/4,20.0%,2,0.0%,35.8,0.95,-33,,119.6,126.2,29.6,598,631,148,179,3,60.0%,3,60.0%,48,55.2%,35,38.0%,3,60.0%,4,80.0%,59,64.8%,26,28.9%,,,,,,,,,-,1009,1777963826
,csgo_tm_11630,AJF,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cimad6cconkqks63a3h0.png,,1.01,35,14/21,40.0%,17,35.3%,24.9,0.94,-166,,80.2,85.0,22.9,2808,2974,802,872,19,54.3%,13,37.1%,221,49.9%,187,43.6%,17,48.6%,12,34.3%,154,69.4%,52,22.4%,,,,,,,,,-,1010,1777963826
,hltv_team_12382,RUBIK,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cjcpdh4conkqks63apk0.png,,1.01,25,9/16,36.0%,11,45.5%,23.8,0.94,-119,,76.8,81.6,22.8,1920,2039,571,594,10,40.0%,11,44.0%,134,45.3%,146,49.0%,10,40.0%,11,44.0%,39,72.2%,19,30.2%,,,,,,,,,-,1011,1777963826
,csgo_tm_8209,Pompa,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cji1ja4conkqks63at9g.png,,1.01,121,53/68,43.8%,52,42.3%,24.6,0.96,-411,,79.4,82.8,22.5,9605,10016,2728,2972,61,50.4%,51,42.1%,679,47.4%,743,48.2%,54,44.6%,53,43.8%,412,69.4%,187,31.0%,,,,,,"$37,477",,,-,1012,1777963826
,csgo_tm_11422,The Jungle,https://oss.5eplay.com/sport/csgo/team/null.png,,1.01,10,5/5,50.0%,6,50.0%,24.4,0.94,-55,,80.8,86.3,23.4,808,863,234,244,5,50.0%,4,40.0%,54,46.6%,58,45.3%,4,40.0%,4,40.0%,5,31.3%,7,17.5%,,,,,,,,,-,1013,1777963826
,hltv_team_12444,Camaro Peek,https://oss.5eplay.com/sport/csgo/team/null.png,,1.01,3,1/2,33.3%,3,33.3%,25.7,0.93,-19,,83.7,90.0,22.0,251,270,66,77,1,33.3%,1,33.3%,12,30.8%,23,60.5%,2,66.7%,1,33.3%,7,70.0%,2,28.6%,,,,,,,,,-,1014,1777963826
,hltv_team_12374,Verdant,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cjsro94conkqks63b7kg.png,,1.01,202,86/116,42.6%,86,39.5%,22.3,0.95,-763,,73.8,77.6,24.0,14909,15672,4852,4509,96,47.5%,81,40.1%,1072,48.1%,1113,48.8%,99,49.0%,100,49.5%,1265,68.8%,556,27.7%,,,,,,,,,-,1015,1777963826
,hltv_team_12598,Major Abusers,https://oss.5eplay.com/sport/csgo/team/null.png,,1.01,5,1/4,20.0%,2,0.0%,24.8,0.96,-16,,82.8,86.0,24.6,414,430,123,124,2,40.0%,1,20.0%,26,44.1%,31,47.7%,2,40.0%,3,60.0%,36,69.2%,11,20.8%,,,,,,,,,-,1016,1777963826
,hltv_team_12623,CIoud 10,https://oss.5eplay.com/sport/csgo/team/null.png,,1.01,11,5/6,45.5%,7,42.9%,23.0,0.94,-50,,77.1,81.6,22.5,848,898,248,253,6,54.5%,5,45.5%,53,44.5%,67,50.0%,10,90.9%,4,36.4%,49,67.1%,34,34.7%,,,,,,,,,-,1017,1777963826
,hltv_team_12649,Fort Arena,https://oss.5eplay.com/sport/csgo/team/null.png,,1.01,7,2/5,28.6%,5,20.0%,17.3,0.89,-50,,58.0,65.1,19.6,406,456,137,121,3,42.9%,2,28.6%,24,41.4%,30,47.6%,3,42.9%,5,71.4%,24,88.9%,3,17.6%,,,,,,,,,-,1018,1777963826
,hltv_team_12680,Grayfox,https://oss.5eplay.com/cloudx/p/sport/csgo/team/merge_cncs484conkqks63e83g.png,,1.01,11,3/8,27.3%,5,20.0%,21.0,0.94,-52,,70.9,75.6,20.5,780,832,226,231,2,18.2%,3,27.3%,57,50.0%,47,40.2%,3,27.3%,7,63.6%,23,53.5%,17,34.0%,,,,,,,,,-,1019,1777963826
,hltv_team_12522,Heimo,https://oss.5eplay.com/sport/csgo/team/12522.png,,1.01,97,36/61,37.1%,41,29.3%,22.1,0.93,-548,,72.1,77.7,25.6,6993,7541,2479,2139,38,39.2%,38,39.2%,497,46.4%,496,46.4%,42,43.3%,55,56.7%,660,68.0%,272,26.5%,,,,,,,,,-,1020,1777963826
,csgo_tm_10870,Come Mid,https://oss.5eplay.com/sport/csgo/team/null.png,,1.01,16,6/10,37.5%,7,42.9%,21.6,0.93,-86,,71.1,76.5,19.8,1138,1224,317,345,7,43.8%,8,50.0%,85,50.6%,74,41.8%,8,50.0%,10,62.5%,114,70.4%,32,21.9%,,,,,,,,,-,1021,1777963826
,hltv_team_12707,Underground,https://oss.5eplay.com/cloudx/p/sport/csgo/team/cu85aekconkqmjpn80h0.png,,1.01,107,39/68,36.4%,59,30.5%,21.3,0.91,-693,,69.4,75.9,23.4,7431,8124,2506,2278,41,38.3%,45,42.1%,517,45.6%,531,46.5%,55,51.4%,44,41.1%,703,68.5%,332,28.4%,,,,,,,,,+6,1022,1777963826
,hltv_team_12746,Lotus,https://oss.5eplay.com/sport/csgo/team/null.png,,1.01,6,3/3,50.0%,3,66.7%,20.2,0.96,-19,,67.3,70.5,22.5,404,423,135,121,3,50.0%,3,50.0%,37,56.1%,20,36.4%,2,33.3%,1,16.7%,15,65.2%,10,25.0%,,,,,,,,,-,1023,1777963826
,hltv_team_12775,ex-Preasy,https://oss.5eplay.com/sport/csgo/team/null.png,,1.01,26,12/14,46.2%,10,40.0%,22.8,0.94,-115,,74.0,78.4,24.4,1923,2038,634,592,11,42.3%,12,46.2%,139,46.6%,149,50.7%,11,42.3%,14,53.8%,180,68.4%,80,27.0%,,,,,,,,,-,1024,1777963826
,hltv_team_12765,TOG,https://oss.5eplay.com/sport/csgo/team/null.png,,1.01,6,2/4,33.3%,2,0.0%,20.0,0.95,-22,,65.5,69.2,24.8,393,415,149,120,3,50.0%,1,16.7%,25,37.9%,27,50.0%,4,66.7%,2,33.3%,37,75.5%,13,22.4%,,,,,,,,,-,1025,1777963826
,hltv_team_12777,Permitta W,https://oss.5eplay.com/cloudx/p/sport/csgo/team/coccq74conklgsjvh5dg.png,,1.01,39,13/26,33.3%,17,29.4%,20.2,0.93,-195,,67.7,72.7,23.9,2642,2837,934,789,12,30.8%,12,30.8%,197,44.1%,161,47.1%,19,48.7%,16,41.0%,240,66.5%,97,25.2%,,,,,,,,,-,1026,1777963826
,hltv_team_12469,GL Prism,https://oss.5eplay.com/sport/csgo/team/12469.png,,1.01,14,6/8,42.9%,6,50.0%,22.1,0.93,-81,,74.0,79.8,24.3,1036,1117,340,310,2,14.3%,6,42.9%,68,44.4%,79,50.3%,8,57.1%,8,57.1%,53,67.1%,17,19.3%,,,,,,,,,-,1027,1777963826
,hltv_team_12491,2GAME,https://oss.5eplay.com/cloudx/p/sport/csgo/team/d0dbo34conkt3lege7tg.png,,1.01,156,71/85,45.5%,88,44.3%,21.1,0.95,-560,,68.4,72.0,22.6,10673,11233,3519,3289,76,48.7%,70,44.9%,835,51.9%,743,44.2%,73,46.8%,71,45.5%,907,67.4%,393,28.0%,,,,,,,,,-3,1028,1777963826
