event_id,event_name,event_logo,grade,grade_label,special_grade_label,status,start_time,end_time,bonus,city_name,mode,cover
csgo_tt_7383,CCT 北欧系列赛 8,https://oss.5eplay.com/sport/csgo/event/7383.png,4,B级赛事,,past,2023-09-17 00:00:00,2023-10-26 23:59:59,"$50,000",欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7424,CCT 2023 线上决赛 3,https://oss.5eplay.com/sport/csgo/event/7424.png,3,A级赛事,A级赛事,past,2023-09-18 00:00:00,2023-09-26 23:59:59,"$200,000",欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7433,Telkom VS 游戏大师赛 2023,https://oss.5eplay.com/sport/csgo/event/7433.png,4,B级赛事,,past,2023-09-24 00:00:00,2023-09-25 23:59:59,"$13,781",南非，约翰内斯堡,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7452,CCT 东欧系列赛 3 封闭预选赛,https://oss.5eplay.com/sport/csgo/event/7452.png,4,B级赛事,,past,2023-10-01 00:00:00,2023-10-05 23:59:59,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7454,CCT 南美系列赛 12,https://oss.5eplay.com/sport/csgo/event/7454.png,4,B级赛事,,past,2023-10-02 00:00:00,2023-10-16 23:59:59,"$25,000",南美，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_6974,BLAST Premier 秋季复活赛 2023 欧洲区,https://oss.5eplay.com/sport/csgo/event/6974.png,3,A级赛事,A级赛事,past,2023-10-04 00:00:00,2023-10-09 23:59:59,"$67,500",欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7449,Pnc Cup VI,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/ck9o9q4conkqks63blk0.png,4,B级赛事,,past,2023-10-04 18:00:00,2023-10-24 18:00:00,"$50,000",欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7368,BLAST Premier 秋季复活赛 2023 美洲区,https://oss.5eplay.com/sport/csgo/event/7368.png,3,A级赛事,A级赛事,past,2023-10-05 00:00:00,2023-10-09 23:59:59,"$67,500",美洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7416,ESL 挑战者 延雪平 2023 欧洲 公开预选赛,https://oss.5eplay.com/sport/csgo/event/7416.png,4,B级赛事,,past,2023-10-05 00:00:00,2023-10-05 23:59:59,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7418,ESL 挑战者 延雪平 2023 北美 公开预选赛,https://oss.5eplay.com/sport/csgo/event/7418.png,4,B级赛事,,past,2023-10-05 00:00:00,2023-10-05 23:59:59,晋级,北美，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7288,ESL 挑战者联赛 S46 欧洲区,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cjaredkconkqks63anv0.png,4,B级赛事,,past,2023-10-06 00:00:00,2023-12-10 23:59:59,"$100,000",欧洲线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7417,ESL 挑战者 延雪平 2023 欧洲 封闭预选赛,https://oss.5eplay.com/sport/csgo/event/7417.png,4,B级赛事,,past,2023-10-09 00:00:00,2023-10-12 23:59:59,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7419,ESL 挑战者 延雪平 2023 北美 封闭预选赛,https://oss.5eplay.com/sport/csgo/event/7419.png,4,B级赛事,,past,2023-10-11 00:00:00,2023-10-12 23:59:59,晋级,北美，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7420,ESL 挑战者 延雪平 2023 南美 公开预选赛,https://oss.5eplay.com/sport/csgo/event/7420.png,4,B级赛事,,past,2023-10-12 00:00:00,2023-10-13 23:59:59,晋级,南美，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7451,CCT 东欧系列赛 3,https://oss.5eplay.com/sport/csgo/event/7451.png,4,B级赛事,,past,2023-10-14 00:00:00,2023-10-27 23:59:59,"$50,000",欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7472,赛睿 CS2 传奇邀请赛 2023,https://oss.5eplay.com/sport/csgo/event/7472.png,3,A级赛事,A级赛事,past,2023-10-15 00:00:00,2023-10-16 23:59:59,"$12,000",欧洲（线上）,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7478,阿根廷 游戏展 2023,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/ckm8r9cconkqks63c09g.png,4,B级赛事,,past,2023-10-15 00:00:00,2023-10-16 23:59:59,"$6,000",阿根廷，布宜诺斯艾利斯,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7480,YaLLa Compass 秋季赛 2023 竞争者,https://oss.5eplay.com/sport/csgo/event/7480.png,4,B级赛事,,past,2023-10-16 00:00:00,2023-11-09 23:59:59,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_6865,IEM 悉尼 2023,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cjareakconkqks63anug.png,2,S级赛事,S级赛事,past,2023-10-16 18:00:00,2023-10-22 18:00:00,$250000,澳大利亚，悉尼,2,https://oss.5eplay.com/sport/csgo/tournament/cfqr1fpll806h1bg2530.png
csgo_tt_7487,Copa BB 2023,https://oss.5eplay.com/sport/csgo/event/7487.png,4,B级赛事,,past,2023-10-21 18:00:00,2023-11-04 23:59:59,"$40,000",南美，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7489,CCT 中欧系列赛 8 封闭预选赛,https://oss.5eplay.com/sport/csgo/event/7489.png,4,B级赛事,,past,2023-10-22 18:00:00,2023-10-27 18:00:00,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7493,Skyesports 冠军锦标赛 5.0 欧洲 封闭预选赛,https://oss.5eplay.com/sport/csgo/event/7493.png,4,B级赛事,,past,2023-10-23 00:00:00,2023-10-26 23:59:59,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7225,袋鼠杯 2023,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cjs435cconkqks63b640.png,2,S级赛事,S级赛事,past,2023-10-25 00:00:00,2023-11-02 23:59:59,"$250,000",欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7289,TP 世界锦标赛 2023,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cjs3q6kconkqks63b630.png,2,S级赛事,S级赛事,past,2023-10-27 18:00:00,2023-11-06 19:00:00,"$500,000",欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7357,CCT 中欧系列赛 8,https://oss.5eplay.com/sport/csgo/event/7357.png,4,B级赛事,,past,2023-10-28 00:00:00,2023-11-09 23:59:59,"$50,000",欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7497,CCT 东欧系列赛 4 封闭预选赛,https://oss.5eplay.com/sport/csgo/event/7497.png,4,B级赛事,,past,2023-10-29 16:00:00,2023-11-02 23:59:59,晋级,欧洲（线上）,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7443,Game Arena Cup 第一赛季,https://oss.5eplay.com/sport/csgo/event/7443.png,4,B级赛事,,past,2023-10-30 00:00:00,2023-11-02 23:59:59,"$10,000",南美，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7483,IEM 成都 2024 中国封闭预选赛,https://oss.5eplay.com/sport/csgo/event/7483.png,6,资格赛B级,,past,2023-11-03 00:00:00,2023-11-04 23:59:59,晋级,亚洲，线下,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7504,Good Game 秋季联赛 2023,https://oss.5eplay.com/sport/csgo/event/7504.png,4,B级赛事,,past,2023-11-04 19:00:00,2023-11-05 19:00:00,晋级,挪威，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7495,CCT 东欧系列赛 4,https://oss.5eplay.com/sport/csgo/event/7495.png,4,B级赛事,,past,2023-11-05 16:00:00,2023-11-18 23:59:59,"$50,000",欧洲（线上）,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7365,CS 亚洲邀请赛 2023,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/ckof9csconkqks63c1q0.png,2,S级赛事,S级赛事,past,2023-11-08 00:00:00,2023-11-12 23:59:59,"$500,000",中国，上海,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7514,Tipsport MCR 2023,https://oss.5eplay.com/sport/csgo/event/7514.png,4,B级赛事,,past,2023-11-09 00:00:00,2023-11-12 23:59:59,晋级,捷克，布拉格,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7500,BB 别墅杯 2023 封闭预选赛,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cl9d1acconkqks63ccvg.png,9,资格赛A级,资格赛A级,past,2023-11-11 19:00:00,2023-11-21 23:59:59,晋级,欧洲（线上）,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7516,CCT 2023 线上决赛 4,https://oss.5eplay.com/sport/csgo/event/7516.png,3,A级赛事,A级赛事,past,2023-11-12 19:00:00,2023-11-19 23:59:59,"$200,000",欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7479,YaLLa Compass 秋季赛 2023,https://oss.5eplay.com/sport/csgo/event/7479.png,4,B级赛事,,past,2023-11-13 00:00:00,2023-12-14 06:59:59,"$25,000",欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7464,ESL 挑战者 亚特兰大 2023 欧洲 公开预选赛,https://oss.5eplay.com/sport/csgo/event/7464.png,4,B级赛事,,past,2023-11-14 19:00:00,2023-11-15 23:59:59,晋级,欧洲（线上）,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7527,PARI Please 2023,https://oss.5eplay.com/sport/csgo/event/7527.png,4,B级赛事,,past,2023-11-16 00:00:00,2023-11-20 23:59:59,"$100,000",塞尔维亚，贝尔格莱德,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7465,ESL 挑战者 亚特兰大 2023 欧洲 封闭预选赛,https://oss.5eplay.com/sport/csgo/event/7465.png,6,资格赛B级,,past,2023-11-16 19:00:00,2023-11-18 23:59:59,晋级,欧洲（线上）,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7469,ESL 挑战者 亚特兰大 2023 亚洲 封闭预选赛,https://oss.5eplay.com/sport/csgo/event/7469.png,6,资格赛B级,,past,2023-11-17 19:00:00,2023-11-18 23:59:59,晋级,亚洲（线上）,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7505,Good Game 秋季联赛 2023 决赛,https://oss.5eplay.com/sport/csgo/event/7505.png,4,B级赛事,,past,2023-11-19 16:00:00,2023-11-19 23:59:59,"$12,204",挪威，奥斯陆,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_6975,BLAST Premier 秋季总决赛 2023,https://oss.5eplay.com/sport/csgo/event/6973.png,7,S+赛事,S+赛事,past,2023-11-22 00:00:00,2023-11-26 23:59:59,"$425,000",丹麦，哥本哈根,2,https://oss.5eplay.com/sport/csgo/tournament/cfqr1hpll806h1bg253g.png
csgo_tt_7529,CBCS 邀请赛 2023,https://oss.5eplay.com/sport/csgo/event/7529.png,4,B级赛事,,past,2023-11-23 00:00:00,2023-11-26 23:59:59,"$50,000",南美（线上）,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_6868,ESL 挑战者 延雪平 2023,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cjare8cconkqks63anu0.png,3,A级赛事,A级赛事,past,2023-11-24 00:00:00,2023-11-27 05:00:00,"$100,000",瑞典，延雪平,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7534,葡萄牙大师赛 S12 决赛,https://oss.5eplay.com/sport/csgo/event/7534.png,4,B级赛事,,past,2023-11-24 00:00:00,2023-11-25 23:59:59,"$12,493",葡萄牙，马托西纽什,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7515,Tipsport MCR 2023 决赛,https://oss.5eplay.com/sport/csgo/event/7515.png,4,B级赛事,,past,2023-11-24 16:00:00,2023-11-26 10:59:59,"$74,193",捷克，布尔诺,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7542,ESL 波兰锦标赛 秋季赛 2023,https://oss.5eplay.com/sport/csgo/event/7542.png,4,B级赛事,,past,2023-11-25 00:00:00,2023-11-26 23:59:59,"$12,377",波兰，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7545,ESL Meisterschaft 秋季 2023,https://oss.5eplay.com/sport/csgo/event/7545.png,4,B级赛事,,past,2023-11-25 12:00:00,2023-11-28 23:59:59,晋级,德国（线上）,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7250,Elisa 埃斯波大师赛 2023,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/ci5ag374nfq3cc4ue50g.png,3,A级赛事,A级赛事,past,2023-11-29 08:00:00,2023-12-04 05:00:00,"$200,000",芬兰，埃斯波,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7543,CCT 2023 线上决赛 5,https://oss.5eplay.com/sport/csgo/event/7543.png,3,A级赛事,A级赛事,past,2023-11-30 00:00:00,2023-12-07 23:59:59,"$200,000",欧洲（线上）,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7471,瑞典杯 2023,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cs1j084conkotam815gg.png,4,B级赛事,,past,2023-12-01 00:00:00,2023-12-04 06:00:00,"$45,728",瑞典，斯德哥尔摩,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7359,ESL 挑战者联赛S46 亚洲区淘汰赛,https://oss.5eplay.com/sport/csgo/event/7359.png,4,B级赛事,,past,2023-12-05 00:00:00,2023-12-10 23:59:59,"$39,200",亚洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7499,BB 别墅杯 2023,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cl9d174conkqks63ccv0.png,2,S级赛事,S级赛事,past,2023-12-05 00:00:00,2023-12-10 23:59:59,"$300,000",阿联酋，迪拜,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_6923,ESL Impact 联赛 第4赛季 决赛,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cjare5cconkqks63antg.png,3,A级赛事,A级赛事,past,2023-12-08 00:00:00,2023-12-10 23:59:59,"$123,000",西班牙，瓦伦西亚,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_6976,BLAST Premier 全球总决赛 2023,https://oss.5eplay.com/sport/csgo/event/6976.png,7,S+赛事,S+赛事,past,2023-12-13 00:00:00,2023-12-17 23:59:59,"$1,000,000",阿联酋，阿布扎比,2,https://oss.5eplay.com/sport/csgo/tournament/cfqr1jhll806h1bg2540.png
csgo_tt_6869,ESL 挑战者 亚特兰大 2023,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cjarducconkqks63ansg.png,3,A级赛事,A级赛事,past,2023-12-15 00:00:00,2023-12-18 23:59:59,"$100,000",美国，亚特兰大,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7512,ECL S46 欧洲 升降级赛,https://oss.5eplay.com/sport/csgo/event/7512.png,6,资格赛B级,,past,2023-12-15 00:00:00,2024-01-28 23:59:59,晋级,欧洲（线上）,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7546,ESL Meisterschaft 秋季 2023 决赛,https://oss.5eplay.com/sport/csgo/event/7546.png,4,B级赛事,,past,2023-12-16 00:00:00,2023-12-16 23:59:59,"$9,987",德国，汉诺威,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
cg_tt_manual_56,极限之地 亚洲杯 2023 中国区预选赛,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cmtgec4conkqks63dqng.png,6,资格赛B级,,past,2023-12-23 00:00:00,2023-12-24 23:59:59,晋级,中国，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
cg_tt_manual_57,ASL 亚洲超级联赛 S1,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cm3o71cconkqks63d5d0.png,4,B级赛事,,past,2024-01-01 00:00:00,2024-01-06 23:59:59,"¥150,000",亚洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7393,PGL CS2 Major 哥本哈根 2024 欧洲 RMR 公开预选赛 1,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cmgbgdkconkqks63dcag.png,6,资格赛B级,,past,2024-01-08 00:00:00,2024-01-10 10:59:59,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7394,PGL CS2 Major 哥本哈根 2024 欧洲 RMR 公开预选赛 2,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cmgbgisconkqks63dcb0.png,6,资格赛B级,,past,2024-01-10 00:00:00,2024-01-11 23:59:59,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7405,PGL CS2 Major 哥本哈根 2024 中国 RMR 公开预选赛,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cmgbhu4conkqks63dcg0.png,6,资格赛B级,,past,2024-01-10 00:00:00,2024-01-12 23:58:59,晋级,中国，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7395,PGL CS2 Major 哥本哈根 2024 欧洲 RMR 公开预选赛 3,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cmgbglkconkqks63dcbg.png,6,资格赛B级,,past,2024-01-12 00:00:00,2024-01-14 04:59:59,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7409,PGL CS2 Major 哥本哈根 2024 北美 RMR 封闭预选赛,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cmgbfmsconkqks63dc9g.png,6,资格赛B级,,past,2024-01-12 00:00:00,2024-01-15 15:59:59,晋级,北美，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7396,PGL CS2 Major 哥本哈根 2024 欧洲 RMR 公开预选赛 4,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cmgbgocconkqks63dcc0.png,6,资格赛B级,,past,2024-01-14 00:00:00,2024-01-17 12:00:00,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7604,IEM 成都 2024 欧洲 公开预选赛 1,https://oss.5eplay.com/sport/csgo/event/7604.png,6,资格赛B级,,past,2024-01-17 00:00:00,2024-01-18 23:59:59,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7612,IEM 成都 2024 南美 封闭预选赛,https://oss.5eplay.com/sport/csgo/event/7612.png,6,资格赛B级,,past,2024-01-17 00:00:00,2024-01-19 11:00:00,晋级,南美，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7392,PGL CS2 Major 哥本哈根 2024 欧洲 RMR 封闭预选赛 A,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cmgbgscconkqks63dccg.png,9,资格赛A级,资格赛A级,past,2024-01-18 00:00:00,2024-01-20 23:59:59,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7619,PGL CS2 Major 哥本哈根 2024 欧洲 RMR 封闭预选赛 B,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cmgbgucconkqks63dcd0.png,9,资格赛A级,资格赛A级,past,2024-01-18 00:00:00,2024-01-20 23:59:59,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7397,PGL CS2 Major 哥本哈根 2024 中国 RMR 封闭预选赛,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cmgbie4conkqks63dcj0.png,6,资格赛B级,,past,2024-01-19 00:00:00,2024-01-21 23:59:59,晋级,中国，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7398,PGL CS2 Major 哥本哈根 2024 澳洲 RMR 封闭预选赛,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cmgbji4conkqks63dcn0.png,6,资格赛B级,,past,2024-01-19 00:00:00,2024-01-21 23:59:59,晋级,澳洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7399,PGL CS2 Major 哥本哈根 2024 东亚 RMR 封闭预选赛,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cmgbiakconkqks63dcig.png,6,资格赛B级,,past,2024-01-19 00:00:00,2024-01-21 23:59:59,晋级,亚洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7400,PGL CS2 Major 哥本哈根 2024 亚洲 RMR 封闭预选赛,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cmgbi8kconkqks63dci0.png,6,资格赛B级,,past,2024-01-19 00:00:00,2024-01-22 09:00:00,晋级,亚洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7410,PGL CS2 Major 哥本哈根 2024 南美 RMR 封闭预选赛,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cmgbjg4conkqks63dcmg.png,6,资格赛B级,,past,2024-01-19 00:00:00,2024-01-22 16:00:00,晋级,南美，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7609,IEM 成都 2024 北美 封闭预选赛,https://oss.5eplay.com/sport/csgo/event/7609.png,6,资格赛B级,,past,2024-01-19 00:00:00,2024-01-21 12:59:59,晋级,北美，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7391,PGL CS2 Major 哥本哈根 2024 欧洲 RMR 最后机会,https://oss.5eplay.com/cloudx/p/sport/csgo/tournament/cmgbh2kconkqks63dcdg.png,9,资格赛A级,资格赛A级,past,2024-01-21 00:00:00,2024-01-22 09:00:00,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7552,BLAST Premier 春季小组赛 2024,https://oss.5eplay.com/sport/csgo/event/7552.png,2,S级赛事,S级赛事,past,2024-01-22 00:00:00,2024-01-28 23:59:59,"$190,000",丹麦，哥本哈根,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7615,IEM 成都 2024 大洋洲 封闭预选赛,https://oss.5eplay.com/sport/csgo/event/7615.png,6,资格赛B级,,past,2024-01-22 00:00:00,2024-01-23 23:59:59,晋级,澳洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7616,IEM 成都 2024 亚洲 公开预选赛 1,https://oss.5eplay.com/sport/csgo/event/7616.png,6,资格赛B级,,past,2024-01-22 00:00:00,2024-01-23 23:59:59,晋级,亚洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7629,EPL S19 欧洲 预选赛,https://oss.5eplay.com/sport/csgo/event/7629.png,6,资格赛B级,,past,2024-01-22 00:00:00,2024-01-25 23:59:59,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7595,极限之地 亚洲杯 2023,https://oss.5eplay.com/sport/csgo/event/7595.png,4,B级赛事,,past,2024-01-26 00:00:00,2024-01-28 23:59:59,"$50,000",中国，上海,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7618,IEM 成都 2024 亚洲 封闭预选赛,https://oss.5eplay.com/sport/csgo/event/7618.png,6,资格赛B级,,past,2024-01-26 00:00:00,2024-01-27 23:59:59,晋级,亚洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7605,IEM 成都 2024 欧洲 公开预选赛 2,https://oss.5eplay.com/sport/csgo/event/7605.png,6,资格赛B级,,past,2024-01-29 00:00:00,2024-01-31 09:30:00,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7641,YaLLa Compass 春季赛 2024 竞争者,https://oss.5eplay.com/sport/csgo/event/7641.png,6,资格赛B级,,past,2024-01-29 00:00:00,2024-03-07 23:59:59,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7551,IEM 卡托维兹 2024 入围赛,https://oss.5eplay.com/sport/csgo/event/7551.png,2,S级赛事,S级赛事,past,2024-01-31 00:00:00,2024-02-02 23:59:59,"$28,000，晋级",波兰，卡托维兹,2,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7633,5E对战平台2024亚洲杯-BLAST Premier 春季showdown亚洲区预选赛,https://oss.5eplay.com/sport/csgo/event/7633.png,6,资格赛B级,,past,2024-01-31 00:00:00,2024-02-02 23:59:59,晋级,亚洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
csgo_tt_7668,RTP Arena春季杯 2024-BLAST Premier 预选,https://oss.5eplay.com/sport/csgo/event/7668.png,6,资格赛B级,,past,2024-02-01 00:00:00,2024-02-05 06:00:00,晋级,欧洲，线上,1,https://oss.5eplay.com/cloudx/p/gamedata/csgo/csgo_default_cover.png
