player_id,player_slug,player_name,team_abbrev,country,agents,rounds,rating,acs,kd,kast,adr,kpr,apr,fkpr,fdpr,hs_pct,cl_pct,clutches,kmax,kills,deaths,assists,first_kills,first_deaths,source,source_url,fetched_at
56432,zayce,Zayce,XLB,KR,neon,203,1.25,258.3,1.44,76%,155.4,0.92,0.19,0.16,0.11,18%,23%,3/13,25,187,130,38,32,23,vlr_experiment,https://www.vlr.gg/stats,2026-05-05 01:23:35
44842,jackk,Jackk,C9,US,fade|sova|skye,533,1.25,233.4,1.30,79%,151.2,0.82,0.40,0.06,0.06,30%,12%,6/50,26,437,335,213,33,32,vlr_experiment,https://www.vlr.gg/stats,2026-05-05 01:23:35
40524,star,star,FKS.S,DE,raze|neon|waylay,609,1.24,259.6,1.29,71%,164.5,0.91,0.21,0.17,0.13,35%,22%,11/49,37,553,429,130,104,79,vlr_experiment,https://www.vlr.gg/stats,2026-05-05 01:23:35
10338,lime,Lime,EP,GB,yoru|kayo|tejo,709,1.24,225.7,1.39,79%,144.2,0.81,0.24,0.12,0.07,29%,28%,16/58,27,575,414,171,85,48,vlr_experiment,https://www.vlr.gg/stats,2026-05-05 01:23:35
47467,ady,Ady,INS,KR,omen|brimstone|viper,298,1.24,221.2,1.26,78%,145.4,0.78,0.36,0.04,0.04,26%,13%,7/54,24,233,185,108,12,13,vlr_experiment,https://www.vlr.gg/stats,2026-05-05 01:23:35
10698,nephh,nephh,BLG,SG,tejo|omen|viper,331,1.24,218.7,1.19,76%,135.4,0.79,0.37,0.07,0.07,23%,,,24,260,218,121,15,14,vlr_experiment,https://www.vlr.gg/stats,2026-05-05 01:23:35
41739,slowly,slowly,TYL,CN,yoru|killjoy|brimstone,454,1.24,224.8,1.26,76%,147.5,0.81,0.31,0.06,0.06,29%,,,28,369,294,143,20,20,vlr_experiment,https://www.vlr.gg/stats,2026-05-05 01:23:35
48574,nia,Nia,FCY,VN,neon|waylay,355,1.23,258.1,1.33,72%,162.7,0.90,0.21,0.20,0.16,26%,26%,8/31,31,319,239,73,72,57,vlr_experiment,https://www.vlr.gg/stats,2026-05-05 01:23:35
27951,rxchyy,Rxchyy,ING,DE,vyse|raze|chamber,286,1.22,229.1,1.26,75%,161.0,0.84,0.19,0.12,0.07,35%,8%,3/37,26,239,189,53,33,21,vlr_experiment,https://www.vlr.gg/stats,2026-05-05 01:23:35
41128,mathi,Mathi,F4,UY,phoenix|yoru|raze,205,1.22,248.8,1.23,76%,160.1,0.87,0.27,0.16,0.08,28%,17%,4/23,29,178,145,55,32,16,vlr_experiment,https://www.vlr.gg/stats,2026-05-05 01:23:35
6672,meiy,Meiy,DFM,JP,waylay|neon|raze,229,1.22,260.2,1.23,74%,162.0,0.93,0.18,0.21,0.13,26%,15%,4/27,36,213,173,41,49,30,vlr_experiment,https://www.vlr.gg/stats,2026-05-05 01:23:35
7107,never,neveR,BFG,UN,chamber|raze|killjoy,446,1.22,248.1,1.42,78%,160.4,0.89,0.20,0.16,0.11,21%,23%,8/35,23,397,279,88,72,47,vlr_experiment,https://www.vlr.gg/stats,2026-05-05 01:23:35
52535,poeth,poeth,ES,FR,brimstone|viper|vyse,276,1.22,244.6,1.29,76%,165.5,0.87,0.24,0.10,0.08,30%,15%,6/41,27,239,185,65,27,21,vlr_experiment,https://www.vlr.gg/stats,2026-05-05 01:23:35
