match_id,slug,match_url,match_date,match_time,time_text,event_name,stage,team1,team1_country,team2,team2_country,score1,score2,winner,status,note,source,source_list_url,fetched_at
664045,tbd-challengers-2026-mena-resilience-pulse-stage-middle-east-gf,https://www.vlr.gg/664045/tbd-challengers-2026-mena-resilience-pulse-stage-middle-east-gf,2026-05-14,2026-05-14 00:00:00,12:00 AM,Challengers 2026: MENA Resilience Pulse Stage - Middle East,Playoffs–Grand Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
668481,2game-esports-vs-intz-challengers-2026-brazil-gamers-club-stage-2-w2,https://www.vlr.gg/668481/2game-esports-vs-intz-challengers-2026-brazil-gamers-club-stage-2-w2,2026-05-14,2026-05-14 04:00:00,4:00 AM,Challengers 2026: Brazil Gamers Club Stage 2,Regular Phase–Week 2,2Game Esports,BR,INTZ,BR,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
668482,elevate-vs-red-canids-challengers-2026-brazil-gamers-club-stage-2-w2,https://www.vlr.gg/668482/elevate-vs-red-canids-challengers-2026-brazil-gamers-club-stage-2-w2,2026-05-14,2026-05-14 04:00:00,4:00 AM,Challengers 2026: Brazil Gamers Club Stage 2,Regular Phase–Week 2,ELEVATE,BR,RED Canids,BR,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
668483,team-ego-vs-team-liquid-brazil-challengers-2026-brazil-gamers-club-stage-2-w2,https://www.vlr.gg/668483/team-ego-vs-team-liquid-brazil-challengers-2026-brazil-gamers-club-stage-2-w2,2026-05-14,2026-05-14 07:00:00,7:00 AM,Challengers 2026: Brazil Gamers Club Stage 2,Regular Phase–Week 2,TEAM EGO,BR,Team Liquid Brazil,BR,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
657972,tbd-challengers-2026-north-east-stage-2-gf,https://www.vlr.gg/657972/tbd-challengers-2026-north-east-stage-2-gf,2026-05-14,2026-05-14 23:00:00,11:00 PM,Challengers 2026: NORTH//EAST Stage 2,Playoffs–Grand Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
664809,tbd-challengers-2026-mena-resilience-pulse-stage-north-africa-gf,https://www.vlr.gg/664809/tbd-challengers-2026-mena-resilience-pulse-stage-north-africa-gf,2026-05-15,2026-05-15 00:00:00,12:00 AM,Challengers 2026: MENA Resilience Pulse Stage - North Africa,Playoffs–Grand Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660369,tbd-vct-2026-americas-stage-1-ur1,https://www.vlr.gg/660369/tbd-vct-2026-americas-stage-1-ur1,2026-05-15,2026-05-15 05:00:00,5:00 AM,VCT 2026: Americas Stage 1,Playoffs–Upper Round 1,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660370,tbd-vct-2026-americas-stage-1-ur1,https://www.vlr.gg/660370/tbd-vct-2026-americas-stage-1-ur1,2026-05-15,2026-05-15 08:00:00,8:00 AM,VCT 2026: Americas Stage 1,Playoffs–Upper Round 1,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660385,tbd-vct-2026-emea-stage-1-ubf,https://www.vlr.gg/660385/tbd-vct-2026-emea-stage-1-ubf,2026-05-15,2026-05-15 23:00:00,11:00 PM,VCT 2026: EMEA Stage 1,Playoffs–Upper Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
666498,tbd-vct-2026-pacific-stage-1-lr3,https://www.vlr.gg/666498/tbd-vct-2026-pacific-stage-1-lr3,2026-05-15,2026-05-15 00:00:00,TBD,VCT 2026: Pacific Stage 1,Playoffs–Lower Round 3,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
666492,tbd-vct-2026-pacific-stage-1-ubf,https://www.vlr.gg/666492/tbd-vct-2026-pacific-stage-1-ubf,2026-05-15,2026-05-15 00:00:00,TBD,VCT 2026: Pacific Stage 1,Playoffs–Upper Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660391,tbd-vct-2026-emea-stage-1-lr3,https://www.vlr.gg/660391/tbd-vct-2026-emea-stage-1-lr3,2026-05-16,2026-05-16 02:00:00,2:00 AM,VCT 2026: EMEA Stage 1,Playoffs–Lower Round 3,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660375,tbd-vct-2026-americas-stage-1-lr1,https://www.vlr.gg/660375/tbd-vct-2026-americas-stage-1-lr1,2026-05-16,2026-05-16 05:00:00,5:00 AM,VCT 2026: Americas Stage 1,Playoffs–Lower Round 1,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660376,tbd-vct-2026-americas-stage-1-lr1,https://www.vlr.gg/660376/tbd-vct-2026-americas-stage-1-lr1,2026-05-16,2026-05-16 08:00:00,8:00 AM,VCT 2026: Americas Stage 1,Playoffs–Lower Round 1,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
666499,tbd-vct-2026-pacific-stage-1-lbf,https://www.vlr.gg/666499/tbd-vct-2026-pacific-stage-1-lbf,2026-05-16,2026-05-16 18:00:00,6:00 PM,VCT 2026: Pacific Stage 1,Playoffs–Lower Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660392,tbd-vct-2026-emea-stage-1-lbf,https://www.vlr.gg/660392/tbd-vct-2026-emea-stage-1-lbf,2026-05-17,2026-05-17 00:00:00,12:00 AM,VCT 2026: EMEA Stage 1,Playoffs–Lower Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660371,tbd-vct-2026-americas-stage-1-ubsf,https://www.vlr.gg/660371/tbd-vct-2026-americas-stage-1-ubsf,2026-05-17,2026-05-17 05:00:00,5:00 AM,VCT 2026: Americas Stage 1,Playoffs–Upper Semifinals,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660372,tbd-vct-2026-americas-stage-1-ubsf,https://www.vlr.gg/660372/tbd-vct-2026-americas-stage-1-ubsf,2026-05-17,2026-05-17 08:00:00,8:00 AM,VCT 2026: Americas Stage 1,Playoffs–Upper Semifinals,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
666493,tbd-vct-2026-pacific-stage-1-gf,https://www.vlr.gg/666493/tbd-vct-2026-pacific-stage-1-gf,2026-05-17,2026-05-17 18:00:00,6:00 PM,VCT 2026: Pacific Stage 1,Playoffs–Grand Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660386,tbd-vct-2026-emea-stage-1-gf,https://www.vlr.gg/660386/tbd-vct-2026-emea-stage-1-gf,2026-05-18,2026-05-18 00:00:00,12:00 AM,VCT 2026: EMEA Stage 1,Playoffs–Grand Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660377,tbd-vct-2026-americas-stage-1-lr2,https://www.vlr.gg/660377/tbd-vct-2026-americas-stage-1-lr2,2026-05-18,2026-05-18 05:00:00,5:00 AM,VCT 2026: Americas Stage 1,Playoffs–Lower Round 2,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660378,tbd-vct-2026-americas-stage-1-lr2,https://www.vlr.gg/660378/tbd-vct-2026-americas-stage-1-lr2,2026-05-18,2026-05-18 08:00:00,8:00 AM,VCT 2026: Americas Stage 1,Playoffs–Lower Round 2,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660477,tbd-challengers-2026-sea-split-2-vietnam-qualifier-ubf,https://www.vlr.gg/660477/tbd-challengers-2026-sea-split-2-vietnam-qualifier-ubf,2026-05-18,2026-05-18 19:00:00,7:00 PM,Challengers 2026: SEA Split 2 - Vietnam Qualifier,Regionals–Upper Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660483,tbd-challengers-2026-sea-split-2-vietnam-qualifier-lr3,https://www.vlr.gg/660483/tbd-challengers-2026-sea-split-2-vietnam-qualifier-lr3,2026-05-18,2026-05-18 21:00:00,9:00 PM,Challengers 2026: SEA Split 2 - Vietnam Qualifier,Regionals–Lower Round 3,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660484,tbd-challengers-2026-sea-split-2-vietnam-qualifier-lbf,https://www.vlr.gg/660484/tbd-challengers-2026-sea-split-2-vietnam-qualifier-lbf,2026-05-19,2026-05-19 19:00:00,7:00 PM,Challengers 2026: SEA Split 2 - Vietnam Qualifier,Regionals–Lower Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660478,tbd-challengers-2026-sea-split-2-vietnam-qualifier-gf,https://www.vlr.gg/660478/tbd-challengers-2026-sea-split-2-vietnam-qualifier-gf,2026-05-20,2026-05-20 19:00:00,7:00 PM,Challengers 2026: SEA Split 2 - Vietnam Qualifier,Regionals–Grand Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660373,tbd-vct-2026-americas-stage-1-ubf,https://www.vlr.gg/660373/tbd-vct-2026-americas-stage-1-ubf,2026-05-23,2026-05-23 05:00:00,5:00 AM,VCT 2026: Americas Stage 1,Playoffs–Upper Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660379,tbd-vct-2026-americas-stage-1-lr3,https://www.vlr.gg/660379/tbd-vct-2026-americas-stage-1-lr3,2026-05-23,2026-05-23 08:00:00,8:00 AM,VCT 2026: Americas Stage 1,Playoffs–Lower Round 3,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660380,tbd-vct-2026-americas-stage-1-lbf,https://www.vlr.gg/660380/tbd-vct-2026-americas-stage-1-lbf,2026-05-24,2026-05-24 05:00:00,5:00 AM,VCT 2026: Americas Stage 1,Playoffs–Lower Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
660374,tbd-vct-2026-americas-stage-1-gf,https://www.vlr.gg/660374/tbd-vct-2026-americas-stage-1-gf,2026-05-25,2026-05-25 05:00:00,5:00 AM,VCT 2026: Americas Stage 1,Playoffs–Grand Final,TBD,UN,TBD,UN,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
668474,red-canids-vs-team-liquid-brazil-challengers-2026-brazil-gamers-club-stage-2-w1,https://www.vlr.gg/668474/red-canids-vs-team-liquid-brazil-challengers-2026-brazil-gamers-club-stage-2-w1,2026-06-07,2026-06-07 04:00:00,4:00 AM,Challengers 2026: Brazil Gamers Club Stage 2,Regular Phase–Week 1,RED Canids,BR,Team Liquid Brazil,BR,,,,scheduled,,vlr_experiment,https://www.vlr.gg/matches?page=3,2026-05-05 01:19:39
